Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,999M,1.09B,951M,842M,937M
Sales Growth,-,9.31%,-12.91%,-11.46%,11.28%
Cost of Goods Sold (COGS) incl. D&A,589M,597M,651M,522M,539M
COGS Growth,-,1.36%,9.05%,-19.82%,3.26%
COGS excluding D&A,431M,436M,491M,364M,376M
Depreciation & Amortization Expense,158M,161M,160M,158M,163M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,410M,495M,300M,320M,398M
Gross Income Growth,-,20.73%,-39.39%,6.67%,24.38%
Gross Profit Margin,-,-,-,-,42.48%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,80M,78M,80M,74M,71M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,22M,24M,773M,34M,37M
Non-Operating Interest Income,-,-,4M,13M,12M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,101M,101M,103M,100M,106M
Interest Expense Growth,-,0.00%,1.98%,-2.91%,6.00%
Gross Interest Expense,101M,101M,103M,100M,106M
Interest Capitalized,-,-,-,-,-
Pretax Income,251M,340M,894M,193M,270M
Pretax Income Growth,-,35.46%,162.94%,-78.41%,39.90%
Pretax Margin,-,-,-,-,28.82%
Income Tax,44M,62M,249M,35M,52M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,207M,278M,645M,158M,218M
Minority Interest Expense,-,-,-,-,-
Net Income,207M,278M,645M,158M,218M
Net Income Growth,-,34.30%,132.01%,-75.50%,37.97%
Net Margin Growth,-,-,-,-,23.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,207M,278M,645M,158M,218M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,207M,278M,645M,158M,218M
EPS (Basic),1.14,1.53,3.54,0.87,1.2
EPS (Basic) Growth,-,34.30%,132.01%,-75.51%,37.98%
Basic Shares Outstanding,182M,182M,182M,182M,182M
EPS (Diluted),1.14,1.53,3.54,0.87,1.2
EPS (Diluted) Growth,-,34.30%,132.01%,-75.51%,37.98%
Diluted Shares Outstanding,182M,182M,182M,182M,182M
EBITDA,488M,578M,380M,404M,490M
EBITDA Growth,-,18.44%,-34.26%,6.32%,21.29%
EBITDA Margin,-,-,-,-,52.29%
