Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.09B,1.13B,1.45B,1.13B,1.14B
Sales Growth,-,3.65%,28.39%,-22.51%,1.06%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,3.79M,22.23M,94.18M,5.77M,7.79M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,900.49M,934.97M,948.95M,974.12M,955.36M
Total Interest Expense,74.66M,71.06M,71.53M,66.83M,68.98M
Depreciation & Amortization Expense,368.98M,369.04M,378.88M,382.13M,376.97M
Other Operating Expense,2.3M,510K,1M,7.66M,70K
Operating Income,192.7M,198.17M,505.93M,153.2M,183.96M
Operating Income Growth,-,2.84%,155.30%,-69.72%,20.07%
Non-Operating Income (Expense),62.41M,36.94M,1.03B,66.88M,(21.12M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,10.27M,(3.94M),1.04B,5.92M,12.97M
Equity in Affiliates (Pretax),52.14M,40.88M,(7.71M),60.96M,(34.09M)
Unusual Expense,7.08M,13.8M,31.04M,63.1M,13.59M
Pretax Income,173.38M,150.25M,1.44B,90.15M,80.27M
Pretax Income Growth,-,-13.34%,857.12%,-93.73%,-10.96%
Pretax Margin,-,-,-,-,41.11%
Income Taxes,47.58M,13.71M,3.96M,13.24M,16.41M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,125.8M,136.54M,1.43B,76.91M,63.86M
Minority Interest Expense,4.54M,2.27M,22.59M,3.63M,436K
Net Income,121.25M,134.28M,1.41B,73.28M,63.43M
Net Income Growth,-,10.74%,951.22%,-94.81%,-13.45%
Net Margin Growth,-,-,-,-,5.57%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,121.25M,134.28M,1.41B,73.28M,63.43M
Preferred Dividends,(6.12M),10.18M,10.18M,10.18M,10.18M
Net Income Available to Common,127.37M,124.09M,1.4B,63.1M,53.25M
EPS (Basic),0.45,0.44,3.73,0.22,0.19
EPS (Basic) Growth,-,-3.03%,750.06%,-94.05%,-15.69%
Basic Shares Outstanding,281.79M,283.11M,283.87M,284.53M,284.69M
EPS (Diluted),0.45,0.44,3.71,0.22,0.19
EPS (Diluted) Growth,-,-3.04%,749.01%,-94.04%,-15.63%
Diluted Shares Outstanding,282.43M,283.8M,284.87M,285.03M,285.11M
