Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.72B,5.01B,4.97B,5.1B,5.06B
Sales Growth,-,6.10%,-0.90%,2.62%,-0.63%
Cost of Goods Sold (COGS) incl. D&A,3.22B,3.48B,3.47B,3.58B,3.53B
COGS Growth,-,8.14%,-0.17%,2.94%,-1.15%
COGS excluding D&A,3.03B,3.29B,3.28B,3.39B,3.34B
Depreciation & Amortization Expense,189M,194M,194M,188M,192M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.51B,1.53B,1.49B,1.52B,1.53B
Gross Income Growth,-,1.73%,-2.55%,1.88%,0.59%
Gross Profit Margin,-,-,-,-,30.20%
SG&A Expense,824M,780M,878M,865M,906M
SGA Growth,-,-5.34%,12.56%,-1.48%,4.74%
Research & Development,-,-,-,-,-
Other SG&A,824M,780M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,116M,99M,101M,(13M),1M
EBIT after Unusual Expense,(116M),(99M),(101M),13M,(1M)
Non Operating Income/Expense,(7M),(5M),(7M),21M,(28M)
Non-Operating Interest Income,2M,1M,2M,2M,1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,65M,64M,64M,65M,68M
Interest Expense Growth,-,-1.54%,0.00%,1.56%,4.62%
Gross Interest Expense,65M,64M,64M,65M,68M
Interest Capitalized,-,-,-,-,-
Pretax Income,495M,584M,444M,626M,527M
Pretax Income Growth,-,17.98%,-23.97%,40.99%,-15.81%
Pretax Margin,-,-,-,-,10.41%
Income Tax,113M,126M,93M,114M,115M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,28M,21M,10M,23M,29M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,410M,479M,361M,535M,441M
Minority Interest Expense,6M,10M,4M,12M,4M
Net Income,404M,469M,357M,523M,437M
Net Income Growth,-,16.09%,-23.88%,46.50%,-16.44%
Net Margin Growth,-,-,-,-,8.63%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,404M,469M,357M,523M,437M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,404M,469M,357M,523M,437M
EPS (Basic),1.2,1.39,1.06,1.55,1.3
EPS (Basic) Growth,-,16.25%,-23.88%,46.41%,-16.54%
Basic Shares Outstanding,337.3M,336.8M,336.79M,337M,337.4M
EPS (Diluted),1.19,1.39,1.06,1.55,1.29
EPS (Diluted) Growth,-,16.36%,-24.04%,46.49%,-16.46%
Diluted Shares Outstanding,338.3M,337.5M,338.2M,338.2M,338.3M
EBITDA,870M,945M,808M,843M,815M
EBITDA Growth,-,8.62%,-14.50%,4.33%,-3.32%
EBITDA Margin,-,-,-,-,16.10%
