Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.63B,5.85B,6.23B,5.98B,6.82B
Sales Growth,-,3.78%,6.46%,-3.98%,14.15%
Cost of Goods Sold (COGS) incl. D&A,4.78B,4.73B,4.99B,4.87B,5.38B
COGS Growth,-,-0.98%,5.43%,-2.37%,10.41%
COGS excluding D&A,4.35B,4.31B,4.15B,4.46B,4.96B
Depreciation & Amortization Expense,427M,425M,837M,413M,415M
Depreciation,352M,350M,761M,338M,340M
Amortization of Intangibles,75M,75M,76M,75M,75M
Gross Income,857M,1.12B,1.24B,1.11B,1.45B
Gross Income Growth,-,30.34%,10.83%,-10.50%,30.60%
Gross Profit Margin,-,-,-,-,21.21%
SG&A Expense,204M,220M,254M,238M,240M
SGA Growth,-,7.84%,15.45%,-6.30%,0.84%
Research & Development,134M,140M,145M,141M,154M
Other SG&A,70M,80M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(9M),85M,149M,159M,242M
EBIT after Unusual Expense,9M,(85M),(149M),(159M),(242M)
Non Operating Income/Expense,-,-,28M,26M,259M
Non-Operating Interest Income,6M,8M,15M,14M,19M
Equity in Affiliates (Pretax),10M,1M,14M,10M,33M
Interest Expense,136M,130M,137M,123M,124M
Interest Expense Growth,-,-4.41%,5.38%,-10.22%,0.81%
Gross Interest Expense,136M,130M,137M,123M,124M
Interest Capitalized,-,-,-,-,-
Pretax Income,542M,691M,755M,638M,1.15B
Pretax Income Growth,-,27.49%,9.26%,-15.50%,80.56%
Pretax Margin,-,-,-,-,16.88%
Income Tax,99M,129M,144M,118M,182M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,443M,562M,611M,520M,970M
Minority Interest Expense,12M,12M,10M,10M,11M
Net Income,431M,550M,601M,510M,959M
Net Income Growth,-,27.61%,9.27%,-15.14%,88.04%
Net Margin Growth,-,-,-,-,14.06%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,431M,550M,601M,510M,959M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,431M,550M,601M,510M,959M
EPS (Basic),0.31,0.39,0.43,0.36,0.68
EPS (Basic) Growth,-,27.25%,9.20%,-15.69%,87.76%
Basic Shares Outstanding,1.4B,1.4B,1.4B,1.41B,1.41B
EPS (Diluted),0.3,0.39,0.42,0.36,0.67
EPS (Diluted) Growth,-,27.33%,8.83%,-15.39%,87.80%
Diluted Shares Outstanding,1.42B,1.42B,1.43B,1.43B,1.44B
EBITDA,1.08B,1.32B,1.82B,1.28B,1.62B
EBITDA Growth,-,22.41%,37.75%,-29.54%,26.42%
EBITDA Margin,-,-,-,-,23.77%
