Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.92B,2.08B,2.35B,2.29B,2.48B
Sales Growth,-,8.24%,12.92%,-2.72%,8.48%
Cost of Goods Sold (COGS) incl. D&A,783.95M,825.81M,920.23M,906.9M,951.55M
COGS Growth,-,5.34%,11.43%,-1.45%,4.92%
COGS excluding D&A,699.3M,740.99M,834.69M,814.77M,850.7M
Depreciation & Amortization Expense,84.65M,84.82M,85.55M,92.13M,100.85M
Depreciation,32.37M,31.28M,32M,34.41M,36.56M
Amortization of Intangibles,52.28M,53.54M,53.54M,57.72M,64.29M
Gross Income,1.14B,1.26B,1.43B,1.38B,1.53B
Gross Income Growth,-,10.24%,13.89%,-3.54%,10.81%
Gross Profit Margin,-,-,-,-,61.65%
SG&A Expense,420.38M,438.39M,465.39M,486.65M,493.37M
SGA Growth,-,4.28%,6.16%,4.57%,1.38%
Research & Development,241.4M,258.12M,265M,285.16M,296.85M
Other SG&A,178.98M,180.27M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,596K,(1.13M),(5.95M),2.13M,81.76M
EBIT after Unusual Expense,(596K),1.13M,5.95M,(2.13M),(81.76M)
Non Operating Income/Expense,29.88M,(14.65M),(6.94M),(5.42M),39.49M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,39.69M,38.03M,37.57M,39.7M,44.03M
Interest Expense Growth,-,-4.18%,-1.21%,5.66%,10.90%
Gross Interest Expense,39.69M,38.03M,37.57M,39.7M,44.03M
Interest Capitalized,-,-,-,-,-
Pretax Income,708.84M,766.35M,926.91M,846.29M,949.7M
Pretax Income Growth,-,8.11%,20.95%,-8.70%,12.22%
Pretax Margin,-,-,-,-,38.28%
Income Tax,75.79M,(302.14M),209.39M,115.63M,144.3M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,633.06M,1.07B,717.52M,730.66M,805.4M
Minority Interest Expense,80K,68K,73K,88K,24K
Net Income,632.98M,1.07B,717.44M,730.57M,805.37M
Net Income Growth,-,68.79%,-32.85%,1.83%,10.24%
Net Margin Growth,-,-,-,-,32.46%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,632.98M,1.07B,717.44M,730.57M,805.37M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,632.98M,1.07B,717.44M,730.57M,805.37M
EPS (Basic),4.14,7.01,4.74,4.87,5.43
EPS (Basic) Growth,-,69.50%,-32.37%,2.58%,11.67%
Basic Shares Outstanding,152.97M,152.33M,151.25M,150.15M,148.22M
EPS (Diluted),4.1,6.96,4.71,4.83,5.4
EPS (Diluted) Growth,-,69.75%,-32.37%,2.60%,11.77%
Diluted Shares Outstanding,154.28M,153.41M,152.33M,151.19M,149.12M
EBITDA,803.89M,902.73M,1.05B,985.66M,1.14B
EBITDA Growth,-,12.29%,16.43%,-6.22%,15.34%
EBITDA Margin,-,-,-,-,45.82%
