Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.3B,2.42B,2.58B,2.92B,2.51B
Sales Growth,-,5.58%,6.35%,13.08%,-13.81%
Premiums Earned,1.97B,2.08B,2.2B,2.25B,2.36B
Total Investment Income,168.19M,179.85M,165M,173.51M,171.57M
Realized Gains (Losses),(6.31M),5.38M,(10.28M),(13.11M),(40.38M)
Other Operating Income,162.58M,158.03M,220.07M,505.92M,24.54M
"Losses, Claims & Reserves",1.23B,1.32B,1.35B,1.36B,1.46B
"Losses, Claims & Reserves Growth",-,7.69%,2.49%,0.68%,7.20%
"Losses, Benefits & Adjustments",1.2B,1.3B,1.33B,1.34B,1.44B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",725.84M,749.76M,840.27M,790.46M,838.72M
SGA Growth,-,3.30%,12.07%,-5.93%,6.11%
"Selling, General & Admin. Expenses",565.73M,583.07M,612.18M,635.45M,653.09M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,565.73M,583.07M,612.18M,635.45M,653.09M
Other Operating Expense,160.1M,166.7M,228.09M,155M,185.63M
Operating Income Before Interest Expense,344.81M,354.88M,385.44M,763.24M,214.46M
Operating Income Growth,-,2.92%,8.61%,98.02%,-71.90%
"Interest Expense, Net of Interest Capitalized",38.1M,35.1M,37.33M,34.97M,31.72M
Interest Expense (excl. Interest Capitalized),38.1M,35.1M,37.33M,34.97M,31.72M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,344.81M,354.88M,385.44M,763.24M,214.46M
Non-Operating Income (Expense),1.13M,12.5M,6.51M,4.17M,39.83M
Miscellaneous Non Operating Expense,1.13M,12.5M,6.51M,4.17M,39.83M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,7.9M,-,-,-,-
Pretax Income,299.94M,332.28M,354.62M,732.43M,222.56M
Pretax Income Growth,-,10.78%,6.72%,106.54%,-69.61%
Income Tax,62.26M,64.96M,60.31M,139.4M,43.1M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,237.68M,267.32M,294.3M,593.03M,179.47M
Minority Interest Expense,440K,6.02M,(126K),2.39M,145K
Net Income,237.24M,261.3M,294.43M,590.64M,179.32M
Net Income Growth,-,10.14%,12.68%,100.60%,-69.64%
Net Margin Growth,-,-,-,-,7.14%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,237.24M,261.3M,294.43M,590.64M,179.32M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,237.24M,261.3M,294.43M,590.64M,179.32M
EPS (Basic),0.85,0.94,1.06,2.13,0.65
EPS (Basic) Growth,-,10.22%,13.04%,100.51%,-69.64%
Basic Shares Outstanding,277.73M,277.55M,276.65M,276.77M,276.82M
EPS (Diluted),0.85,0.93,1.06,2.12,0.64
EPS (Diluted) Growth,-,10.35%,13.33%,100.15%,-69.68%
Diluted Shares Outstanding,280.66M,280.11M,278.53M,279.16M,279.53M
