Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.33B,1.41B,1.53B,1.42B,1.42B
Sales Growth,-,5.89%,8.87%,-7.44%,0.03%
Cost of Goods Sold (COGS) incl. D&A,936.7M,1.01B,1.07B,942.5M,991M
COGS Growth,-,8.21%,5.29%,-11.68%,5.15%
COGS excluding D&A,891M,968.9M,1.02B,897.2M,945.4M
Depreciation & Amortization Expense,45.7M,44.7M,50.5M,45.3M,45.6M
Depreciation,36M,35M,40.8M,35.9M,36.7M
Amortization of Intangibles,9.7M,9.7M,9.7M,9.4M,8.9M
Gross Income,391.8M,393.1M,464.3M,475.1M,427M
Gross Income Growth,-,0.33%,18.11%,2.33%,-10.12%
Gross Profit Margin,-,-,-,-,30.11%
SG&A Expense,186.3M,183.1M,203.6M,203.1M,191.6M
SGA Growth,-,-1.72%,11.20%,-0.25%,-5.66%
Research & Development,-,-,-,-,-
Other SG&A,186.3M,183.1M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,5.1M,11.2M,21.7M,16.7M,33.1M
EBIT after Unusual Expense,(5.1M),(11.2M),(21.7M),(16.7M),(33.1M)
Non Operating Income/Expense,(2.7M),(1M),49.8M,(6.2M),(4.4M)
Non-Operating Interest Income,2M,2M,900K,1.4M,1.7M
Equity in Affiliates (Pretax),-,-,-,-,200K
Interest Expense,45.3M,45.4M,42.7M,41.5M,42.7M
Interest Expense Growth,-,0.22%,-5.95%,-2.81%,2.89%
Gross Interest Expense,47M,47.4M,48.7M,43.2M,44.7M
Interest Capitalized,1.7M,2M,6M,1.7M,2M
Pretax Income,154.4M,154.4M,247M,209M,157.1M
Pretax Income Growth,-,0.00%,59.97%,-15.38%,-24.83%
Pretax Margin,-,-,-,-,11.08%
Income Tax,45.8M,46.6M,78M,59.4M,42.7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,108.6M,107.8M,169M,149.6M,114.4M
Minority Interest Expense,-,-,-,-,-
Net Income,108.6M,107.8M,169M,149.6M,114.4M
Net Income Growth,-,-0.74%,56.77%,-11.48%,-23.53%
Net Margin Growth,-,-,-,-,8.07%
Extraordinaries & Discontinued Operations,(500K),(100K),-,-,-
Extra Items & Gain/Loss Sale Of Assets,(500K),(100K),11.9M,(400K),(500K)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,108.1M,107.7M,180.9M,149.2M,113.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,108.6M,107.8M,169M,149.6M,114.4M
EPS (Basic),0.72,0.72,1.14,1.01,0.78
EPS (Basic) Growth,-,0.26%,58.45%,-11.06%,-22.69%
Basic Shares Outstanding,151.4M,149.9M,148.3M,147.6M,146M
EPS (Diluted),0.71,0.71,1.12,1,0.78
EPS (Diluted) Growth,-,0.11%,57.92%,-11.00%,-22.49%
Diluted Shares Outstanding,152.7M,151.4M,150.3M,149.5M,147.5M
EBITDA,251.2M,254.7M,311.2M,317.3M,281M
EBITDA Growth,-,1.39%,22.18%,1.96%,-11.44%
EBITDA Margin,-,-,-,-,19.82%
