Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.12B,3.8B,4.25B,4.84B,6.27B
Sales Growth,-,21.83%,11.84%,13.83%,29.53%
Cost of Goods Sold (COGS) incl. D&A,2.02B,2.3B,2.45B,2.43B,2.97B
COGS Growth,-,14.08%,6.61%,-0.82%,21.95%
COGS excluding D&A,1.48B,1.72B,1.88B,1.94B,2.44B
Depreciation & Amortization Expense,536M,578M,577M,489M,528M
Depreciation,536M,578M,577M,489M,528M
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.1B,1.5B,1.8B,2.41B,3.3B
Gross Income Growth,-,35.99%,19.87%,33.82%,37.20%
Gross Profit Margin,-,-,-,-,52.66%
SG&A Expense,94M,95M,95M,94M,84M
SGA Growth,-,1.06%,0.00%,-1.05%,-10.64%
Research & Development,-,-,-,-,-
Other SG&A,94M,95M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,349M,(17M),(487M),683M,170M
EBIT after Unusual Expense,(349M),17M,487M,(683M),(170M)
Non Operating Income/Expense,(266M),(372M),(442M),(282M),(468M)
Non-Operating Interest Income,-,1M,-,1M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,90M,87M,86M,86M,86M
Interest Expense Growth,-,-3.33%,-1.15%,0.00%,0.00%
Gross Interest Expense,90M,87M,86M,86M,86M
Interest Capitalized,-,-,-,-,-
Pretax Income,304M,964M,1.66B,1.26B,2.5B
Pretax Income Growth,-,217.11%,72.41%,-24.07%,97.70%
Pretax Margin,-,-,-,-,39.81%
Income Tax,43M,120M,150M,267M,557M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(3M),(6M),(19M),(16M),(17M)
Consolidated Net Income,258M,838M,1.49B,979M,1.92B
Minority Interest Expense,-,6M,6M,6M,6M
Net Income,258M,832M,1.49B,973M,1.92B
Net Income Growth,-,222.48%,78.73%,-34.57%,96.81%
Net Margin Growth,-,-,-,-,30.55%
Extraordinaries & Discontinued Operations,(5M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(5M),-,-,-,-
Net Income After Extraordinaries,253M,832M,1.49B,973M,1.92B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,253M,832M,1.49B,973M,1.92B
EPS (Basic),0.38,1.24,2.22,1.48,2.94
EPS (Basic) Growth,-,228.89%,78.73%,-33.07%,98.02%
Basic Shares Outstanding,671M,671M,671M,656M,652M
EPS (Diluted),0.38,1.24,2.21,1.48,2.93
EPS (Diluted) Growth,-,228.89%,78.72%,-33.08%,98.02%
Diluted Shares Outstanding,673M,673M,673M,658M,654M
EBITDA,1.55B,1.98B,2.28B,2.8B,3.75B
EBITDA Growth,-,28.35%,14.98%,22.85%,33.70%
EBITDA Margin,-,-,-,-,59.75%
