Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.74B,3.83B,4.03B,4.51B,4.13B
Sales Growth,-,2.55%,5.04%,12.11%,-8.54%
Cost of Goods Sold (COGS) incl. D&A,2.04B,2.06B,2.17B,2.34B,2.2B
COGS Growth,-,1.12%,5.21%,8.04%,-6.08%
COGS excluding D&A,1.91B,1.93B,2.04B,2.21B,2.07B
Depreciation & Amortization Expense,126M,129.1M,126.5M,129M,130.5M
Depreciation,44.5M,42.9M,42.2M,42.9M,43.1M
Amortization of Intangibles,81.5M,86.2M,84.3M,86.1M,87.4M
Gross Income,1.7B,1.77B,1.86B,2.17B,1.93B
Gross Income Growth,-,4.27%,4.84%,16.86%,-11.19%
Gross Profit Margin,-,-,-,-,46.72%
SG&A Expense,1.01B,881.9M,956.3M,988.2M,1.1B
SGA Growth,-,-12.61%,8.44%,3.34%,11.41%
Research & Development,194.9M,188.8M,199.7M,197.3M,212.8M
Other SG&A,814.2M,693.1M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,12.2M,-,-,4.3M,18.7M
EBIT after Unusual Expense,(12.2M),-,-,(4.3M),(18.7M)
Non Operating Income/Expense,28.3M,19.1M,18.1M,22.6M,5.1M
Non-Operating Interest Income,7.5M,9.7M,8.5M,5.6M,17.1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,17.2M,18.5M,18.4M,17.3M,27.7M
Interest Expense Growth,-,7.56%,-0.54%,-5.98%,60.12%
Gross Interest Expense,17.2M,18.5M,18.4M,17.3M,27.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,697.1M,900.8M,910.1M,1.19B,803.3M
Pretax Income Growth,-,29.22%,1.03%,30.74%,-32.49%
Pretax Margin,-,-,-,-,19.46%
Income Tax,158.9M,200.3M,215.7M,261.4M,177.9M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,538.2M,700.5M,694.4M,928.5M,625.4M
Minority Interest Expense,-,-,-,-,-
Net Income,538.2M,700.5M,694.4M,928.5M,625.4M
Net Income Growth,-,30.16%,-0.87%,33.71%,-32.64%
Net Margin Growth,-,-,-,-,15.15%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,538.2M,700.5M,694.4M,928.5M,625.4M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,538.2M,700.5M,694.4M,928.5M,625.4M
EPS (Basic),1.27,1.66,1.65,2.22,1.5
EPS (Basic) Growth,-,30.81%,-0.49%,34.26%,-32.29%
Basic Shares Outstanding,423.5M,421.4M,419.8M,418.1M,415.9M
EPS (Diluted),1.26,1.65,1.65,2.21,1.5
EPS (Diluted) Growth,-,30.80%,-0.45%,34.29%,-32.32%
Diluted Shares Outstanding,425.9M,423.8M,422M,420.2M,418.2M
EBITDA,816.7M,1.02B,1.03B,1.31B,958M
EBITDA Growth,-,24.84%,0.86%,27.61%,-27.00%
EBITDA Margin,-,-,-,-,23.21%
