Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,14.44B,15.28B,15.06B,14.95B,14.82B
Sales Growth,-,5.83%,-1.39%,-0.79%,-0.84%
Cost of Goods Sold (COGS) incl. D&A,11.95B,12.8B,12.68B,12.74B,12.52B
COGS Growth,-,7.14%,-0.98%,0.52%,-1.73%
COGS excluding D&A,11.24B,12.09B,11.95B,12.01B,11.79B
Depreciation & Amortization Expense,712M,716M,728M,732M,738M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.49B,2.47B,2.39B,2.2B,2.3B
Gross Income Growth,-,-0.48%,-3.52%,-7.75%,4.32%
Gross Profit Margin,-,-,-,-,15.49%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,12M,-,-,-,78M
EBIT after Unusual Expense,(12M),-,-,-,(78M)
Non Operating Income/Expense,(1M),1.04B,554M,8M,(34M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),22M,35M,35M,11M,8M
Interest Expense,377M,388M,389M,406M,432M
Interest Expense Growth,-,2.92%,0.26%,4.37%,6.40%
Gross Interest Expense,377M,388M,389M,406M,432M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.12B,3.16B,2.59B,1.81B,1.76B
Pretax Income Growth,-,49.13%,-18.09%,-29.85%,-2.98%
Pretax Margin,-,-,-,-,11.88%
Income Tax,453M,685M,581M,349M,381M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.66B,2.47B,2.01B,1.47B,1.38B
Minority Interest Expense,214M,203M,191M,192M,224M
Net Income,1.45B,2.27B,1.81B,1.27B,1.16B
Net Income Growth,-,56.48%,-20.05%,-29.82%,-9.27%
Net Margin Growth,-,-,-,-,7.79%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.45B,2.27B,1.81B,1.27B,1.16B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.45B,2.27B,1.81B,1.27B,1.16B
EPS (Basic),4.42,7.13,5.84,4.21,3.95
EPS (Basic) Growth,-,61.45%,-18.13%,-27.93%,-6.19%
Basic Shares Outstanding,328.17M,318.07M,310.61M,302.45M,292.53M
EPS (Diluted),4.36,7,5.75,4.14,3.9
EPS (Diluted) Growth,-,60.63%,-17.87%,-27.99%,-5.80%
Diluted Shares Outstanding,332.61M,324.03M,315.42M,307.37M,296.06M
EBITDA,3.2B,3.19B,3.11B,2.93B,3.03B
EBITDA Growth,-,-0.25%,-2.35%,-5.81%,3.44%
EBITDA Margin,-,-,-,-,20.47%
