Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.14B,3.25B,3.39B,3.08B,3.55B
Sales Growth,-,3.50%,4.34%,-9.23%,15.46%
Cost of Goods Sold (COGS) incl. D&A,1.47B,1.56B,1.72B,1.59B,1.76B
COGS Growth,-,5.98%,10.01%,-7.17%,10.43%
COGS excluding D&A,1.29B,1.39B,1.53B,1.41B,1.58B
Depreciation & Amortization Expense,178M,170M,185M,182M,176M
Depreciation,104M,98M,106M,106M,99M
Amortization of Intangibles,74M,72M,79M,76M,77M
Gross Income,1.67B,1.69B,1.68B,1.49B,1.8B
Gross Income Growth,-,1.32%,-0.89%,-11.34%,20.86%
Gross Profit Margin,-,-,-,-,50.53%
SG&A Expense,939M,914M,969M,942M,1.13B
SGA Growth,-,-2.66%,6.02%,-2.79%,19.96%
Research & Development,-,-,-,-,-
Other SG&A,939M,914M,-,-,-
Other Operating Expense,-,-,6M,-,-
Unusual Expense,(2M),(4M),21M,(408M),349M
EBIT after Unusual Expense,2M,4M,(21M),408M,(349M)
Non Operating Income/Expense,1M,6M,590M,68M,(16M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,120M,109M,124M,255M,88M
Interest Expense Growth,-,-9.17%,13.76%,105.65%,-65.49%
Gross Interest Expense,120M,109M,124M,255M,88M
Interest Capitalized,-,-,-,-,-
Pretax Income,613M,678M,1.11B,765M,213M
Pretax Income Growth,-,10.60%,63.57%,-31.02%,-72.16%
Pretax Margin,-,-,-,-,5.99%
Income Tax,165M,149M,266M,180M,(5M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,448M,529M,843M,585M,218M
Minority Interest Expense,-,(1M),-,-,-
Net Income,448M,530M,843M,585M,218M
Net Income Growth,-,18.30%,59.06%,-30.60%,-62.74%
Net Margin Growth,-,-,-,-,6.13%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,448M,530M,843M,585M,218M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,448M,530M,843M,585M,218M
EPS (Basic),0.32,0.37,0.59,0.41,0.15
EPS (Basic) Growth,-,18.29%,59.00%,-30.61%,-62.72%
Basic Shares Outstanding,1.42B,1.42B,1.42B,1.42B,1.42B
EPS (Diluted),0.31,0.37,0.59,0.41,0.15
EPS (Diluted) Growth,-,18.27%,59.00%,-30.63%,-62.71%
Diluted Shares Outstanding,1.43B,1.43B,1.43B,1.43B,1.43B
EBITDA,908M,947M,886M,726M,842M
EBITDA Growth,-,4.30%,-6.44%,-18.06%,15.98%
EBITDA Margin,-,-,-,-,23.69%
