Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.2B,3.2B,3.63B,2.84B,2.27B
Sales Growth,-,45.84%,13.44%,-21.95%,-20.09%
Cost of Goods Sold (COGS) incl. D&A,947.98M,1.46B,1.59B,1.36B,1.05B
COGS Growth,-,54.31%,8.59%,-14.45%,-22.92%
COGS excluding D&A,775M,1.29B,1.42B,1.19B,887.42M
Depreciation & Amortization Expense,172.98M,170.26M,166M,167.83M,160.09M
Depreciation,168.88M,166.26M,162.2M,164.13M,156.49M
Amortization of Intangibles,4.1M,4M,3.8M,3.7M,3.6M
Gross Income,1.25B,1.74B,2.05B,1.48B,1.22B
Gross Income Growth,-,39.41%,17.51%,-27.78%,-17.48%
Gross Profit Margin,-,-,-,-,53.78%
SG&A Expense,1.03B,1.16B,1.35B,1.26B,1.15B
SGA Growth,-,12.05%,16.76%,-6.34%,-8.91%
Research & Development,-,-,-,-,-
Other SG&A,1.03B,1.16B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,4.3M,3.5M,7.25M,8.6M,6.1M
EBIT after Unusual Expense,(4.3M),(3.5M),(7.25M),(8.6M),(6.1M)
Non Operating Income/Expense,184K,(14.08M),(12.64M),(1.42M),(91.9M)
Non-Operating Interest Income,2.14M,1.52M,606K,740K,1.28M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,34.94M,35.92M,34.02M,31.7M,32.57M
Interest Expense Growth,-,2.78%,-5.27%,-6.83%,2.76%
Gross Interest Expense,34.94M,35.92M,34.02M,31.7M,32.57M
Interest Capitalized,-,-,-,-,-
Pretax Income,179.15M,531.67M,641.31M,171.12M,(62.61M)
Pretax Income Growth,-,196.77%,20.62%,-73.32%,-136.59%
Pretax Margin,-,-,-,-,-2.76%
Income Tax,25.18M,67.61M,123.51M,90.68M,(6.65M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,153.97M,464.05M,517.8M,80.44M,(55.96M)
Minority Interest Expense,-,-,-,-,-
Net Income,153.97M,464.05M,517.8M,80.44M,(55.96M)
Net Income Growth,-,201.39%,11.58%,-84.46%,-169.56%
Net Margin Growth,-,-,-,-,-2.47%
Extraordinaries & Discontinued Operations,170.27M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,170.27M,-,-,399K,-
Net Income After Extraordinaries,324.25M,464.05M,517.8M,80.84M,(55.96M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,324.25M,464.05M,517.8M,80.84M,(55.96M)
EPS (Basic),0.83,1.18,1.33,0.21,(0.14)
EPS (Basic) Growth,-,42.97%,11.96%,-84.27%,-169.22%
Basic Shares Outstanding,391.35M,391.78M,390.43M,387.6M,387.56M
EPS (Diluted),0.82,1.18,1.32,0.21,(0.14)
EPS (Diluted) Growth,-,43.16%,12.01%,-84.25%,-169.49%
Diluted Shares Outstanding,394.13M,394.02M,392.5M,389M,387.56M
EBITDA,389.05M,753.9M,860.61M,379.93M,226.77M
EBITDA Growth,-,93.78%,14.15%,-55.85%,-40.31%
EBITDA Margin,-,-,-,-,10.01%
