Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,7.58B,7.67B,8.3B,8.21B,8.46B
Sales Growth,-,1.11%,8.22%,-1.05%,3.00%
Cost of Goods Sold (COGS) incl. D&A,5.37B,5.53B,6.06B,5.91B,6.03B
COGS Growth,-,3.09%,9.60%,-2.51%,2.05%
COGS excluding D&A,4.19B,4.37B,4.93B,4.8B,4.94B
Depreciation & Amortization Expense,1.17B,1.16B,1.14B,1.11B,1.09B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.22B,2.14B,2.24B,2.3B,2.43B
Gross Income Growth,-,-3.70%,4.63%,2.91%,5.43%
Gross Profit Margin,-,-,-,-,28.69%
SG&A Expense,856M,829M,825M,837M,808M
SGA Growth,-,-3.15%,-0.48%,1.45%,-3.46%
Research & Development,34M,36M,38M,35M,37M
Other SG&A,822M,793M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,191M,37M,39M,(43M),1.03B
EBIT after Unusual Expense,(191M),(37M),(39M),43M,(1.03B)
Non Operating Income/Expense,29M,55M,40M,88M,22M
Non-Operating Interest Income,-,3M,-,-,36M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,28M,-,57M,60M,-
Interest Expense Growth,-,-,-,5.26%,-
Gross Interest Expense,28M,-,57M,60M,-
Interest Capitalized,-,-,-,-,-
Pretax Income,1.17B,1.33B,1.36B,1.54B,646M
Pretax Income Growth,-,13.30%,1.96%,13.28%,-57.92%
Pretax Margin,-,-,-,-,7.64%
Income Tax,334M,321M,339M,369M,286M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,37M,1M,38M,44M,50M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,876M,1.01B,1.05B,1.21B,410M
Minority Interest Expense,36M,31M,30M,36M,38M
Net Income,840M,978M,1.02B,1.17B,372M
Net Income Growth,-,16.43%,4.70%,14.65%,-68.31%
Net Margin Growth,-,-,-,-,4.40%
Extraordinaries & Discontinued Operations,1M,1M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,1M,1M,2M,-,-
Net Income After Extraordinaries,841M,979M,1.03B,1.17B,372M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,841M,979M,1.03B,1.17B,372M
EPS (Basic),1.62,1.9,2.01,2.31,0.74
EPS (Basic) Growth,-,17.27%,5.60%,15.35%,-67.93%
Basic Shares Outstanding,518.95M,515.17M,511.23M,507.15M,501.03M
EPS (Diluted),1.61,1.88,1.99,2.3,0.74
EPS (Diluted) Growth,-,17.23%,5.57%,15.51%,-67.93%
Diluted Shares Outstanding,523.72M,520.08M,516.28M,511.41M,505.27M
EBITDA,2.53B,2.47B,2.55B,2.58B,2.71B
EBITDA Growth,-,-2.49%,3.04%,1.18%,5.16%
EBITDA Margin,-,-,-,-,32.03%
