Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,289.02M,368.61M,424.65M,427.25M,427.2M
Sales Growth,-,27.54%,15.21%,0.61%,-0.01%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,3.28M,3.91M,4.25M,4.6M,3.93M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,186.81M,246.48M,296.22M,287.86M,282.52M
Total Interest Expense,46.81M,52.13M,57.48M,57.02M,56.47M
Depreciation & Amortization Expense,72.57M,114.24M,133.63M,130.29M,124.61M
Other Operating Expense,5.8M,5.7M,5.2M,7.5M,6.5M
Operating Income,102.21M,122.13M,128.44M,139.39M,144.68M
Operating Income Growth,-,19.50%,5.16%,8.53%,3.80%
Non-Operating Income (Expense),44.94M,465.8M,(29.37M),131.94M,(251.88M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,44.94M,465.8M,(29.37M),131.94M,(251.88M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,3.3M,47.85M,2.64M,7.45M,14.48M
Pretax Income,97.04M,487.95M,38.94M,206.86M,(178.15M)
Pretax Income Growth,-,402.86%,-92.02%,431.21%,-186.12%
Pretax Margin,-,-,-,-,54.60%
Income Taxes,1.28M,314K,483K,(153K),96K
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,21.36M,21.56M,43.49M,28.94M,47.52M
Other After Tax Income (Expense),(672K),(4.08M),(400K),(1.36M),(533K)
Consolidated Net Income,116.45M,505.13M,81.55M,234.6M,(131.26M)
Minority Interest Expense,421K,1.47M,268K,(1.34M),(11.23M)
Net Income,116.03M,503.66M,81.28M,235.94M,(120.03M)
Net Income Growth,-,334.10%,-83.86%,190.28%,-150.87%
Net Margin Growth,-,-,-,-,-28.10%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,116.03M,503.66M,81.28M,235.94M,(120.03M)
Preferred Dividends,6.35M,6.35M,6.35M,6.35M,6.25M
Net Income Available to Common,109.67M,497.31M,74.93M,229.59M,(126.28M)
EPS (Basic),0.25,0.91,0.12,0.37,(0.21)
EPS (Basic) Growth,-,257.47%,-86.44%,202.92%,-154.91%
Basic Shares Outstanding,431.01M,546.84M,614.15M,614.77M,615.64M
EPS (Diluted),0.25,0.91,0.12,0.37,(0.21)
EPS (Diluted) Growth,-,257.37%,-86.44%,202.93%,-155.09%
Diluted Shares Outstanding,432.49M,548.77M,616.61M,616.76M,615.64M
