Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.97B,3.18B,3.33B,3.18B,3.03B
Sales Growth,-,7.11%,4.79%,-4.55%,-4.69%
Cost of Goods Sold (COGS) incl. D&A,2.08B,2.27B,2.35B,2.25B,2.13B
COGS Growth,-,9.08%,3.74%,-4.17%,-5.46%
COGS excluding D&A,2.03B,2.21B,2.29B,2.2B,2.08B
Depreciation & Amortization Expense,49.92M,51.56M,58.7M,55M,53M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,889.75M,912.15M,979.5M,926M,900M
Gross Income Growth,-,2.52%,7.38%,-5.46%,-2.81%
Gross Profit Margin,-,-,-,-,29.70%
SG&A Expense,678.8M,701.5M,776.36M,682M,680M
SGA Growth,-,3.34%,10.67%,-12.15%,-0.29%
Research & Development,-,-,-,-,-
Other SG&A,678.8M,701.5M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,604K,(175K),2.58M,-,-
EBIT after Unusual Expense,(604K),175K,(2.58M),-,-
Non Operating Income/Expense,354K,403K,(1.03M),-,-
Non-Operating Interest Income,1.36M,1.41M,1.7M,2M,3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,6.38M,6.55M,8.19M,7M,9M
Interest Expense Growth,-,2.73%,25.02%,-14.52%,28.57%
Gross Interest Expense,6.38M,6.55M,8.19M,7M,9M
Interest Capitalized,-,-,-,-,-
Pretax Income,205.68M,206.08M,193.05M,239M,214M
Pretax Income Growth,-,0.20%,-6.32%,23.80%,-10.46%
Pretax Margin,-,-,-,-,7.06%
Income Tax,48.03M,49.28M,43.36M,57M,52M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,6.32M,5.35M,2.46M,4M,5M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,163.98M,162.16M,152.15M,186M,167M
Minority Interest Expense,8.26M,7.19M,4.91M,5M,7M
Net Income,155.72M,154.97M,147.23M,181M,160M
Net Income Growth,-,-0.48%,-4.99%,22.93%,-11.60%
Net Margin Growth,-,-,-,-,5.28%
Extraordinaries & Discontinued Operations,-,7.32M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,7.32M,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,155.72M,162.29M,147.23M,181M,160M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,155.72M,154.97M,147.23M,181M,160M
EPS (Basic),1.11,1.11,1.06,1.32,1.16
EPS (Basic) Growth,-,0.23%,-4.33%,23.92%,-11.64%
Basic Shares Outstanding,140.36M,139.38M,138.41M,137.3M,137.35M
EPS (Diluted),1.1,1.1,1.05,1.3,1.15
EPS (Diluted) Growth,-,-0.07%,-4.47%,23.88%,-11.36%
Diluted Shares Outstanding,141.66M,141.08M,140.32M,139.24M,138.87M
EBITDA,260.87M,262.2M,261.84M,299M,273M
EBITDA Growth,-,0.51%,-0.14%,14.19%,-8.70%
EBITDA Margin,-,-,-,-,9.01%
