Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.97B,3.59B,3.44B,4.08B,3.42B
Sales Growth,-,20.73%,-4.18%,18.59%,-16.09%
Cost of Goods Sold (COGS) incl. D&A,1.88B,2.04B,2.03B,2.51B,2.31B
COGS Growth,-,8.18%,-0.39%,23.51%,-7.78%
COGS excluding D&A,1.38B,1.53B,1.51B,1.98B,1.77B
Depreciation & Amortization Expense,502M,512M,521M,529M,539M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.09B,1.55B,1.41B,1.57B,1.11B
Gross Income Growth,-,42.42%,-9.16%,11.50%,-29.34%
Gross Profit Margin,-,-,-,-,32.45%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,672M,727M,707M,753M,718M
Unusual Expense,24M,(37M),(2M),(46M),(39M)
EBIT after Unusual Expense,(24M),37M,2M,46M,39M
Non Operating Income/Expense,(50M),(27M),(279M),85M,84M
Non-Operating Interest Income,-,5M,-,5M,5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,236M,243M,242M,247M,249M
Interest Expense Growth,-,2.97%,-0.41%,2.07%,0.81%
Gross Interest Expense,240M,243M,245M,249M,284M
Interest Capitalized,4M,-,3M,2M,35M
Pretax Income,107M,596M,183M,707M,271M
Pretax Income Growth,-,457.01%,-69.30%,286.34%,-61.67%
Pretax Margin,-,-,-,-,7.92%
Income Tax,(11M),127M,(4M),153M,17M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,118M,469M,187M,554M,254M
Minority Interest Expense,(47M),(69M),(37M),(48M),(1M)
Net Income,165M,538M,224M,602M,255M
Net Income Growth,-,226.06%,-58.36%,168.75%,-57.64%
Net Margin Growth,-,-,-,-,7.45%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,165M,538M,224M,602M,255M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,165M,538M,224M,602M,255M
EPS (Basic),0.48,1.52,0.63,1.7,0.72
EPS (Basic) Growth,-,218.69%,-58.41%,168.54%,-57.67%
Basic Shares Outstanding,345.4M,353.4M,353.8M,354.1M,354.3M
EPS (Diluted),0.48,1.52,0.63,1.7,0.72
EPS (Diluted) Growth,-,218.78%,-58.45%,168.54%,-57.69%
Diluted Shares Outstanding,346.2M,354.1M,354.8M,355.1M,355.5M
EBITDA,919M,1.34B,1.22B,1.35B,931M
EBITDA Growth,-,45.38%,-8.46%,10.14%,-30.88%
EBITDA Margin,-,-,-,-,27.21%
