Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.32B,1.4B,1.41B,1.5B,1.67B
Sales Growth,-,6.11%,0.74%,6.16%,11.37%
Cost of Goods Sold (COGS) incl. D&A,871.95M,929.07M,952.36M,1.01B,1.07B
COGS Growth,-,6.55%,2.51%,5.79%,6.24%
COGS excluding D&A,808M,863.9M,885.57M,940.15M,1B
Depreciation & Amortization Expense,63.95M,65.16M,66.79M,67.34M,68.31M
Depreciation,63.95M,65.16M,66.79M,67.34M,68.31M
Amortization of Intangibles,-,-,-,-,-
Gross Income,447.46M,470.98M,458M,489.79M,597.07M
Gross Income Growth,-,5.26%,-2.76%,6.94%,21.90%
Gross Profit Margin,-,-,-,-,35.81%
SG&A Expense,42.82M,46.05M,41.98M,45.39M,49.01M
SGA Growth,-,7.55%,-8.84%,8.13%,7.99%
Research & Development,-,-,-,-,-
Other SG&A,42.82M,46.05M,-,-,-
Other Operating Expense,33.26M,34.03M,43.53M,35.08M,34.95M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,(6.73M),(7.76M),(457K),(4.31M),(5.15M)
Non-Operating Interest Income,196K,178K,126K,129K,471K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,465K,371K,384K,73K,213K
Interest Expense Growth,-,-20.22%,3.50%,-80.99%,191.78%
Gross Interest Expense,465K,371K,384K,73K,213K
Interest Capitalized,-,-,-,-,-
Pretax Income,364.39M,382.95M,371.78M,405.07M,508.21M
Pretax Income Growth,-,5.09%,-2.92%,8.96%,25.46%
Pretax Margin,-,-,-,-,30.48%
Income Tax,94.81M,96.32M,92.97M,105.32M,132.14M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,269.58M,286.63M,278.81M,299.75M,376.08M
Minority Interest Expense,-,-,-,-,-
Net Income,269.58M,286.63M,278.81M,299.75M,376.08M
Net Income Growth,-,6.33%,-2.73%,7.51%,25.46%
Net Margin Growth,-,-,-,-,22.55%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,269.58M,286.63M,278.81M,299.75M,376.08M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,269.58M,286.63M,278.81M,299.75M,376.08M
EPS (Basic),2.33,2.48,2.43,2.62,3.33
EPS (Basic) Growth,-,6.71%,-2.30%,7.96%,26.95%
Basic Shares Outstanding,115.82M,115.41M,114.9M,114.42M,113.08M
EPS (Diluted),2.31,2.47,2.41,2.6,3.3
EPS (Diluted) Growth,-,6.70%,-2.33%,7.99%,26.97%
Diluted Shares Outstanding,116.56M,116.16M,115.68M,115.17M,113.81M
EBITDA,435.34M,456.07M,439.28M,476.67M,581.42M
EBITDA Growth,-,4.76%,-3.68%,8.51%,21.98%
EBITDA Margin,-,-,-,-,34.87%
