Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.55B,2.77B,2.74B,2.61B,2.45B
Sales Growth,-,8.78%,-1.08%,-4.85%,-6.05%
Cost of Goods Sold (COGS) incl. D&A,1.58B,1.69B,1.74B,1.67B,1.63B
COGS Growth,-,6.97%,3.08%,-4.02%,-2.40%
COGS excluding D&A,1.48B,1.59B,1.63B,1.56B,1.52B
Depreciation & Amortization Expense,100M,101M,106M,106M,107M
Depreciation,75M,76M,80M,79M,80M
Amortization of Intangibles,25M,25M,26M,27M,27M
Gross Income,972M,1.09B,1B,941M,823M
Gross Income Growth,-,11.73%,-7.55%,-6.27%,-12.54%
Gross Profit Margin,-,-,-,-,33.55%
SG&A Expense,420M,417M,458M,414M,416M
SGA Growth,-,-0.71%,9.83%,-9.61%,0.48%
Research & Development,-,-,-,-,-
Other SG&A,420M,417M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,21M,13M,(359M),14M,24M
EBIT after Unusual Expense,(21M),(13M),359M,(14M),(24M)
Non Operating Income/Expense,324M,36M,(366M),(24M),(24M)
Non-Operating Interest Income,-,-,1M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,38M,38M,38M,37M,36M
Interest Expense Growth,-,0.00%,0.00%,-2.63%,-2.70%
Gross Interest Expense,38M,38M,38M,37M,36M
Interest Capitalized,-,-,-,-,-
Pretax Income,817M,654M,502M,452M,323M
Pretax Income Growth,-,-19.95%,-23.24%,-9.96%,-28.54%
Pretax Margin,-,-,-,-,13.17%
Income Tax,177M,153M,114M,110M,77M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,10M,26M,25M,31M,4M
Other After Tax Income (Expense),(3M),(2M),(1M),(1M),(1M)
Consolidated Net Income,647M,525M,412M,372M,249M
Minority Interest Expense,19M,22M,23M,18M,16M
Net Income,628M,503M,389M,354M,233M
Net Income Growth,-,-19.90%,-22.66%,-9.00%,-34.18%
Net Margin Growth,-,-,-,-,9.50%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,628M,503M,389M,354M,233M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,628M,503M,389M,354M,233M
EPS (Basic),5.02,4.09,3.19,2.97,1.99
EPS (Basic) Growth,-,-18.60%,-22.03%,-6.70%,-33.06%
Basic Shares Outstanding,125M,123M,122M,119M,117M
EPS (Diluted),4.94,4.02,3.11,2.93,1.96
EPS (Diluted) Growth,-,-18.62%,-22.66%,-5.99%,-33.07%
Diluted Shares Outstanding,127M,125M,125M,121M,119M
EBITDA,652M,770M,652M,633M,514M
EBITDA Growth,-,18.10%,-15.32%,-2.91%,-18.80%
EBITDA Margin,-,-,-,-,20.95%
