Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.55B,1.53B,1.54B,1.52B,1.38B
Sales Growth,-,-1.74%,0.85%,-1.10%,-9.26%
Cost of Goods Sold (COGS) incl. D&A,425M,455M,562M,495M,474M
COGS Growth,-,7.06%,23.52%,-11.92%,-4.24%
COGS excluding D&A,365M,394M,485M,417M,393M
Depreciation & Amortization Expense,60M,61M,77M,78M,81M
Depreciation,24M,24M,27M,27M,30M
Amortization of Intangibles,36M,37M,50M,51M,51M
Gross Income,1.13B,1.07B,977M,1.03B,907M
Gross Income Growth,-,-5.05%,-8.78%,5.12%,-11.68%
Gross Profit Margin,-,-,-,-,65.68%
SG&A Expense,327M,395M,465M,371M,368M
SGA Growth,-,20.80%,17.72%,-20.22%,-0.81%
Research & Development,-,-,-,-,-
Other SG&A,327M,395M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(5M),20M,(28M),66M,121M
EBIT after Unusual Expense,5M,(20M),28M,(66M),(121M)
Non Operating Income/Expense,(3M),7M,25M,16M,19M
Non-Operating Interest Income,1M,3M,2M,2M,2M
Equity in Affiliates (Pretax),1M,6M,45M,2M,2M
Interest Expense,47M,53M,96M,1M,-
Interest Expense Growth,-,12.77%,81.13%,-98.96%,-
Gross Interest Expense,47M,53M,96M,1M,-
Interest Capitalized,-,-,-,-,-
Pretax Income,758M,619M,516M,609M,443M
Pretax Income Growth,-,-18.34%,-16.64%,18.02%,-27.26%
Pretax Margin,-,-,-,-,32.08%
Income Tax,181M,145M,89M,111M,116M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,577M,474M,427M,498M,327M
Minority Interest Expense,-,-,-,-,-
Net Income,577M,474M,427M,498M,327M
Net Income Growth,-,-17.85%,-9.92%,16.63%,-34.34%
Net Margin Growth,-,-,-,-,23.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,577M,474M,427M,498M,327M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,577M,474M,427M,498M,327M
EPS (Basic),3.09,2.55,2.3,2.69,1.78
EPS (Basic) Growth,-,-17.54%,-9.82%,17.07%,-33.98%
Basic Shares Outstanding,186.7M,186M,185.8M,185.1M,184.1M
EPS (Diluted),3.07,2.53,2.28,2.68,1.77
EPS (Diluted) Growth,-,-17.59%,-9.96%,17.44%,-33.91%
Diluted Shares Outstanding,187.9M,187.3M,187.4M,186.1M,184.9M
EBITDA,861M,737M,589M,734M,620M
EBITDA Growth,-,-14.40%,-20.08%,24.62%,-15.53%
EBITDA Margin,-,-,-,-,44.90%
