Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.65B,2.82B,3.03B,2.95B,3.14B
Sales Growth,-,6.20%,7.39%,-2.47%,6.26%
Cost of Goods Sold (COGS) incl. D&A,1.81B,1.93B,2.09B,2.03B,2.13B
COGS Growth,-,6.51%,8.14%,-2.89%,5.30%
COGS excluding D&A,1.71B,1.83B,1.96B,1.93B,2.04B
Depreciation & Amortization Expense,102.6M,95.2M,121.1M,91.1M,90.8M
Depreciation,70M,78.8M,96M,73.1M,74M
Amortization of Intangibles,32.6M,16.4M,25.1M,18M,16.8M
Gross Income,843.2M,889.9M,941.2M,926.6M,1B
Gross Income Growth,-,5.54%,5.76%,-1.55%,8.37%
Gross Profit Margin,-,-,-,-,32.01%
SG&A Expense,311.6M,318.7M,333.3M,336.8M,355.4M
SGA Growth,-,2.28%,4.58%,1.05%,5.52%
Research & Development,-,-,-,-,-
Other SG&A,311.6M,318.7M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,55.4M,-,15M,-,-
EBIT after Unusual Expense,(55.4M),-,(15M),-,-
Non Operating Income/Expense,-,-,(100K),1.7M,2.3M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,29.1M,29M,28.8M,28.1M,30.5M
Interest Expense Growth,-,-0.34%,-0.69%,-2.43%,8.54%
Gross Interest Expense,29.1M,29M,28.8M,28.1M,30.5M
Interest Capitalized,-,-,-,-,-
Pretax Income,447.1M,542.2M,564M,563.4M,620.6M
Pretax Income Growth,-,21.27%,4.02%,-0.11%,10.15%
Pretax Margin,-,-,-,-,19.78%
Income Tax,78.1M,120.5M,106.3M,134.2M,144.5M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,369M,421.7M,457.7M,429.2M,476.1M
Minority Interest Expense,1.8M,2.9M,3.8M,3.5M,3.6M
Net Income,367.2M,418.8M,453.9M,425.7M,472.5M
Net Income Growth,-,14.05%,8.38%,-6.21%,10.99%
Net Margin Growth,-,-,-,-,15.06%
Extraordinaries & Discontinued Operations,2.6M,7.7M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,2.6M,7.7M,11.1M,-,-
Net Income After Extraordinaries,369.8M,426.5M,465M,425.7M,472.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,369.8M,426.5M,465M,425.7M,472.5M
EPS (Basic),0.62,0.71,0.78,0.71,0.79
EPS (Basic) Growth,-,15.28%,8.95%,-8.49%,11.38%
Basic Shares Outstanding,597.4M,597.7M,598.1M,598.3M,596.2M
EPS (Diluted),0.59,0.68,0.74,0.68,0.76
EPS (Diluted) Growth,-,14.96%,8.61%,-8.07%,12.05%
Diluted Shares Outstanding,623.8M,625.8M,628.2M,625.6M,619.7M
EBITDA,634.2M,666.4M,729M,680.9M,739.6M
EBITDA Growth,-,5.08%,9.39%,-6.60%,8.62%
EBITDA Margin,-,-,-,-,23.58%
