Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,649M,844M,998M,1.07B,1.38B
Sales Growth,-,30.05%,18.25%,7.62%,28.58%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,89M,96M,108M,122M,126M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,717M,944M,922M,952M,1.06B
Total Interest Expense,43M,43M,40M,36M,37M
Depreciation & Amortization Expense,169M,263M,165M,172M,162M
Other Operating Expense,5M,4M,5M,5M,5M
Operating Income,(68M),(100M),76M,122M,320M
Operating Income Growth,-,-47.06%,176.00%,60.53%,162.30%
Non-Operating Income (Expense),28M,5M,297M,16M,9M
Non-Operating Interest Income,-,1M,-,1M,6M
Miscellaneous Non Operating Expense,3M,2M,302M,13M,1M
Equity in Affiliates (Pretax),25M,2M,(5M),2M,2M
Unusual Expense,-,(5M),20M,-,(7M)
Pretax Income,(83M),(133M),313M,102M,299M
Pretax Income Growth,-,-60.24%,335.34%,-67.41%,193.14%
Pretax Margin,-,-,-,-,-3.53%
Income Taxes,(22M),(13M),(10M),(16M),39M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(61M),(120M),323M,118M,260M
Minority Interest Expense,(1M),(1M),3M,2M,4M
Net Income,(60M),(119M),320M,116M,256M
Net Income Growth,-,-98.33%,368.91%,-63.75%,120.69%
Net Margin Growth,-,-,-,-,18.54%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(60M),(119M),320M,116M,256M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(60M),(119M),320M,116M,256M
EPS (Basic),(0.08),(0.17),0.45,0.16,0.36
EPS (Basic) Growth,-,-96.58%,368.87%,-63.77%,120.50%
Basic Shares Outstanding,707.6M,713.9M,714M,714.3M,714.8M
EPS (Diluted),(0.08),(0.17),0.45,0.16,0.36
EPS (Diluted) Growth,-,-96.58%,368.09%,-63.75%,120.37%
Diluted Shares Outstanding,707.6M,713.9M,716.1M,716.1M,717M
