Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,919.19M,976.08M,1.02B,1.02B,1.02B
Sales Growth,-,6.19%,4.75%,-0.48%,0.53%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,585K,417K,17.39M,536K,1.17M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,743.99M,825.42M,910.03M,834.55M,939.81M
Total Interest Expense,110.05M,108.82M,110.46M,110.79M,113.95M
Depreciation & Amortization Expense,232.1M,237.7M,272.56M,274.76M,283.08M
Other Operating Expense,(13.49M),33.67M,26.29M,(27.19M),48.12M
Operating Income,175.2M,150.66M,112.41M,183M,83.13M
Operating Income Growth,-,-14.01%,-25.39%,62.79%,-54.58%
Non-Operating Income (Expense),46.03M,153.06M,22.4M,(1.81M),(1.08M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,41.26M,150.29M,24.71M,2.46M,(34K)
Equity in Affiliates (Pretax),4.77M,2.77M,(2.31M),(4.27M),(1.05M)
Unusual Expense,19.25M,128.35M,68.21M,34.29M,13.09M
Pretax Income,91.93M,66.55M,(43.85M),16.11M,(44.99M)
Pretax Income Growth,-,-27.60%,-165.89%,136.74%,-379.28%
Pretax Margin,-,-,-,-,1.60%
Income Taxes,3.64M,3.78M,(4.75M),(4.49M),(3.79M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,88.29M,62.77M,(39.11M),20.6M,(41.2M)
Minority Interest Expense,1.9M,2.09M,1.75M,1.86M,1.21M
Net Income,86.39M,60.68M,(40.85M),18.74M,(42.42M)
Net Income Growth,-,-29.76%,-167.33%,145.87%,-326.34%
Net Margin Growth,-,-,-,-,-4.15%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,86.39M,60.68M,(40.85M),18.74M,(42.42M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,86.39M,60.68M,(40.85M),18.74M,(42.42M)
EPS (Basic),0.23,0.16,(0.1),0.1,(0.11)
EPS (Basic) Growth,-,-31.05%,-164.48%,194.73%,-209.48%
Basic Shares Outstanding,375.07M,382M,399.14M,399.3M,399.59M
EPS (Diluted),0.23,0.16,(0.1),0.1,(0.11)
EPS (Diluted) Growth,-,-31.06%,-165.06%,193.75%,-209.48%
Diluted Shares Outstanding,378.41M,385.52M,399.14M,403.26M,403.53M
