Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.14B,1.24B,1.31B,1.39B,1.47B
Sales Growth,-,8.68%,5.61%,6.68%,5.45%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,6.93M,6.33M,13.2M,5.99M,63.99M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,914.49M,1.02B,1.09B,1.19B,1.19B
Total Interest Expense,122.09M,123.94M,78.55M,126.99M,138.62M
Depreciation & Amortization Expense,240.89M,267.75M,284.5M,304.09M,310.3M
Other Operating Expense,(4.61M),(6.09M),(6.7M),(5.29M),(10.87M)
Operating Income,224.43M,216.75M,213.21M,206.34M,282.31M
Operating Income Growth,-,-3.42%,-1.63%,-3.23%,36.82%
Non-Operating Income (Expense),(11.33M),4.5M,(14.65M),(28.65M),(33.76M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,(11.33M),4.5M,(14.65M),(28.65M),(33.76M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,79.3M,1.49M,1.27M,(12K),603K
Pretax Income,6.84M,91.15M,68.75M,50.71M,109.33M
Pretax Income Growth,-,"1,231.88%",-24.58%,-26.23%,115.58%
Pretax Margin,-,-,-,-,3.61%
Income Taxes,(2.22M),4.94M,2.05M,5.01M,3.07M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(7.98M),(15.83M),(12.17M),(2.88M),(7.06M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,45.76M,190.34M,66.19M,65.75M,95.67M
Minority Interest Expense,19.5M,10.67M,7.52M,3.83M,5.89M
Net Income,26.26M,179.66M,58.67M,61.93M,89.78M
Net Income Growth,-,584.25%,-67.34%,5.54%,44.99%
Net Margin Growth,-,-,-,-,6.11%
Extraordinaries & Discontinued Operations,44.67M,119.95M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,44.67M,119.95M,11.67M,22.93M,(3.53M)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,70.93M,299.62M,70.35M,84.86M,86.25M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(18.41M),59.71M,47M,38.99M,93.32M
EPS (Basic),(0.04),0.14,0.11,0.09,0.21
EPS (Basic) Growth,-,416.33%,-22.87%,-18.96%,135.55%
Basic Shares Outstanding,417.45M,428.03M,436.91M,447.38M,454.33M
EPS (Diluted),(0.05),0.14,0.11,0.09,0.2
EPS (Diluted) Growth,-,399.57%,-22.79%,-18.80%,136.81%
Diluted Shares Outstanding,419.31M,429.98M,438.72M,449.8M,457.08M
