Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.56B,1.73B,2.03B,2.37B,1.92B
Sales Growth,-,10.72%,17.86%,16.77%,-19.12%
Cost of Goods Sold (COGS) incl. D&A,1.22B,1.38B,1.73B,1.79B,1.59B
COGS Growth,-,13.54%,25.00%,3.24%,-10.86%
COGS excluding D&A,975M,1.13B,1.45B,1.44B,1.35B
Depreciation & Amortization Expense,244M,250M,282M,345M,242M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,339M,341M,303M,588M,328M
Gross Income Growth,-,0.59%,-11.14%,94.06%,-44.22%
Gross Profit Margin,-,-,-,-,17.08%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,87M,81M,99M,132M,89M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,45M,40M,38M,47M,42M
Non-Operating Interest Income,1M,-,1M,1M,1M
Equity in Affiliates (Pretax),2M,4M,2M,-,-
Interest Expense,125M,125M,126M,124M,126M
Interest Expense Growth,-,0.00%,0.80%,-1.59%,1.61%
Gross Interest Expense,125M,126M,127M,125M,126M
Interest Capitalized,-,1M,1M,1M,-
Pretax Income,175M,179M,119M,380M,156M
Pretax Income Growth,-,2.29%,-33.52%,219.33%,-58.95%
Pretax Margin,-,-,-,-,8.13%
Income Tax,22M,26M,5M,39M,14M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,153M,153M,114M,341M,142M
Minority Interest Expense,(5M),(6M),(5M),(8M),(6M)
Net Income,158M,159M,119M,349M,148M
Net Income Growth,-,0.63%,-25.16%,193.28%,-57.59%
Net Margin Growth,-,-,-,-,7.71%
Extraordinaries & Discontinued Operations,18M,30M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,5M,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,18M,30M,520M,(1M),-
Net Income After Extraordinaries,176M,189M,639M,353M,148M
Preferred Dividends,-,3M,2M,2M,3M
Net Income Available to Common,176M,186M,637M,346M,145M
EPS (Basic),0.61,0.64,2.2,1.2,0.5
EPS (Basic) Growth,-,5.65%,242.46%,-45.72%,-58.12%
Basic Shares Outstanding,289M,289.1M,289.1M,289.3M,289.5M
EPS (Diluted),0.61,0.64,2.2,1.19,0.5
EPS (Diluted) Growth,-,5.61%,242.33%,-45.72%,-58.12%
Diluted Shares Outstanding,289.4M,289.6M,289.7M,289.9M,290.1M
EBITDA,496M,510M,486M,801M,481M
EBITDA Growth,-,2.82%,-4.71%,64.81%,-39.95%
EBITDA Margin,-,-,-,-,25.05%
