Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,595.1M,650.2M,698.2M,628.8M,696.2M
Sales Growth,-,9.26%,7.38%,-9.94%,10.72%
Cost of Goods Sold (COGS) incl. D&A,178M,203.3M,225.6M,230.7M,248.6M
COGS Growth,-,14.21%,10.97%,2.26%,7.76%
COGS excluding D&A,154.5M,177.8M,193.5M,193.9M,205M
Depreciation & Amortization Expense,23.5M,25.5M,32.1M,36.8M,43.6M
Depreciation,-,-,30.7M,-,-
Amortization of Intangibles,-,-,1.4M,-,-
Gross Income,417.1M,446.9M,472.6M,398.1M,447.6M
Gross Income Growth,-,7.14%,5.75%,-15.76%,12.43%
Gross Profit Margin,-,-,-,-,64.29%
SG&A Expense,316.1M,328.6M,472M,356.8M,370.6M
SGA Growth,-,3.95%,43.64%,-24.41%,3.87%
Research & Development,129.1M,128.8M,236.9M,135.9M,121.7M
Other SG&A,187M,199.8M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,800K,700K,-,-
EBIT after Unusual Expense,-,(800K),(700K),-,-
Non Operating Income/Expense,500K,(2M),10.6M,(600K),3M
Non-Operating Interest Income,400K,300K,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,25.2M,25.1M,25.2M,4.6M,4.7M
Interest Expense Growth,-,-0.40%,0.40%,-81.75%,2.17%
Gross Interest Expense,25.2M,25.1M,25.2M,4.6M,4.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,76.7M,90.7M,(14.7M),36.1M,75.3M
Pretax Income Growth,-,18.25%,-116.21%,345.58%,108.59%
Pretax Margin,-,-,-,-,10.82%
Income Tax,13.8M,19.8M,4.7M,(61.2M),24.4M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,62.9M,70.9M,(19.4M),97.3M,50.9M
Minority Interest Expense,-,-,-,-,-
Net Income,62.9M,70.9M,(19.4M),97.3M,50.9M
Net Income Growth,-,12.72%,-127.36%,601.55%,-47.69%
Net Margin Growth,-,-,-,-,7.31%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,62.9M,70.9M,(19.4M),97.3M,50.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,62.9M,70.9M,(19.4M),97.3M,50.9M
EPS (Basic),0.16,0.18,(0.05),0.25,0.13
EPS (Basic) Growth,-,12.48%,-127.34%,600.60%,-48.18%
Basic Shares Outstanding,386.8M,387.6M,388M,388.8M,392.5M
EPS (Diluted),0.16,0.18,(0.05),0.23,0.12
EPS (Diluted) Growth,-,11.72%,-128.34%,566.80%,-46.62%
Diluted Shares Outstanding,398.4M,402M,388M,428.8M,421.4M
EBITDA,124.5M,143.8M,32.7M,78.1M,120.6M
EBITDA Growth,-,15.50%,-77.26%,138.84%,54.42%
EBITDA Margin,-,-,-,-,17.32%
