Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,968.42M,1.2B,1.21B,1.21B,1.16B
Sales Growth,-,23.60%,1.00%,0.14%,-4.48%
Cost of Goods Sold (COGS) incl. D&A,542.8M,716.67M,671.27M,641.88M,635.87M
COGS Growth,-,32.03%,-6.33%,-4.38%,-0.94%
COGS excluding D&A,459.18M,598.63M,553.66M,408.04M,497.01M
Depreciation & Amortization Expense,83.62M,118.04M,117.61M,233.83M,138.86M
Depreciation,41.88M,43.25M,42.59M,56.69M,44.93M
Amortization of Intangibles,41.74M,74.79M,75.02M,177.15M,93.93M
Gross Income,425.62M,480.32M,537.7M,568.81M,520.62M
Gross Income Growth,-,12.85%,11.95%,5.79%,-8.47%
Gross Profit Margin,-,-,-,-,45.02%
SG&A Expense,272.01M,347.23M,327.19M,444.04M,350.94M
SGA Growth,-,27.65%,-5.77%,35.71%,-20.97%
Research & Development,18.19M,18.83M,24.82M,26.1M,24.75M
Other SG&A,253.81M,328.39M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,161.81M,21.7M,7.06M,33.51M,8.34M
EBIT after Unusual Expense,(161.81M),(21.7M),(7.06M),(33.51M),(8.34M)
Non Operating Income/Expense,1.03M,1.25M,1.93M,1.97M,(3.71M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,21.81M,23.04M,22.97M,21.77M,22.67M
Interest Expense Growth,-,5.61%,-0.28%,-5.22%,4.14%
Gross Interest Expense,21.81M,23.04M,22.97M,21.77M,22.67M
Interest Capitalized,-,-,-,-,-
Pretax Income,(28.98M),89.61M,182.41M,71.46M,134.95M
Pretax Income Growth,-,409.23%,103.57%,-60.82%,88.84%
Pretax Margin,-,-,-,-,11.67%
Income Tax,(7.08M),19.98M,39.32M,19.41M,24.2M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(21.9M),69.63M,143.09M,52.05M,110.76M
Minority Interest Expense,(95K),(186K),(529K),(208K),(507K)
Net Income,(21.81M),69.81M,143.62M,52.26M,111.26M
Net Income Growth,-,420.13%,105.73%,-63.61%,112.90%
Net Margin Growth,-,-,-,-,9.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(21.81M),69.81M,143.62M,52.26M,111.26M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(21.81M),69.81M,143.62M,52.26M,111.26M
EPS (Basic),(0.24),0.7,1.44,0.52,1.11
EPS (Basic) Growth,-,389.05%,105.33%,-63.63%,112.93%
Basic Shares Outstanding,90.15M,99.85M,100.04M,100.1M,100.08M
EPS (Diluted),(0.24),0.69,1.42,0.52,1.1
EPS (Diluted) Growth,-,386.61%,105.47%,-63.60%,113.04%
Diluted Shares Outstanding,90.15M,100.69M,100.83M,100.8M,100.72M
EBITDA,237.23M,251.13M,328.12M,358.6M,308.54M
EBITDA Growth,-,5.86%,30.66%,9.29%,-13.96%
EBITDA Margin,-,-,-,-,26.68%
