Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.84B,4.06B,4.06B,3.9B,3.7B
Sales Growth,-,5.78%,-0.16%,-3.86%,-5.20%
Cost of Goods Sold (COGS) incl. D&A,2.67B,2.77B,2.77B,2.73B,2.64B
COGS Growth,-,3.79%,0.17%,-1.45%,-3.41%
COGS excluding D&A,2.43B,2.53B,2.54B,2.52B,2.43B
Depreciation & Amortization Expense,235.1M,235.1M,237.6M,210.4M,207.9M
Depreciation,142.7M,142.9M,144.7M,143.3M,141.5M
Amortization of Intangibles,92.4M,92.2M,92.9M,67.1M,66.4M
Gross Income,1.17B,1.29B,1.28B,1.17B,1.06B
Gross Income Growth,-,10.31%,-0.87%,-9.07%,-9.39%
Gross Profit Margin,-,-,-,-,28.57%
SG&A Expense,458.7M,508.1M,505.5M,464.1M,486M
SGA Growth,-,10.77%,-0.51%,-8.19%,4.72%
Research & Development,-,-,-,-,-
Other SG&A,458.7M,508.1M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,9.6M,18.3M,46M,13.8M,44.4M
EBIT after Unusual Expense,(9.6M),(18.3M),(46M),(13.8M),(44.4M)
Non Operating Income/Expense,14.1M,31.9M,(9M),(10.1M),(10.4M)
Non-Operating Interest Income,2.7M,3.2M,1.9M,1.1M,2M
Equity in Affiliates (Pretax),8M,8.4M,5.6M,3.4M,1.4M
Interest Expense,78.3M,42.2M,43.1M,42.2M,42.5M
Interest Expense Growth,-,-46.10%,2.13%,-2.09%,0.71%
Gross Interest Expense,78.3M,42.2M,43.1M,42.2M,42.5M
Interest Capitalized,-,-,-,-,-
Pretax Income,650.6M,768.2M,686M,640.1M,476.4M
Pretax Income Growth,-,18.08%,-10.70%,-6.69%,-25.57%
Pretax Margin,-,-,-,-,12.89%
Income Tax,182.6M,180.4M,132.4M,148M,117.5M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,468M,587.8M,553.6M,492.1M,358.9M
Minority Interest Expense,600K,500K,600K,500K,300K
Net Income,467.4M,587.3M,553M,491.6M,358.6M
Net Income Growth,-,25.65%,-5.84%,-11.10%,-27.05%
Net Margin Growth,-,-,-,-,9.70%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,467.4M,587.3M,553M,491.6M,358.6M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,467.4M,587.3M,553M,491.6M,358.6M
EPS (Basic),4.8,6.1,5.8,5.27,3.89
EPS (Basic) Growth,-,27.09%,-4.85%,-9.10%,-26.34%
Basic Shares Outstanding,97.4M,96.3M,95.3M,93.2M,92.3M
EPS (Diluted),4.76,6.05,5.75,5.23,3.87
EPS (Diluted) Growth,-,27.08%,-4.96%,-9.02%,-26.03%
Diluted Shares Outstanding,98.2M,97.1M,96.2M,94M,92.7M
EBITDA,948.8M,1.02B,1.01B,912.1M,778.2M
EBITDA Growth,-,7.54%,-0.60%,-10.07%,-14.68%
EBITDA Margin,-,-,-,-,21.05%
