Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.81B,4.5B,4.04B,4.44B,4.52B
Sales Growth,-,17.98%,-10.19%,9.98%,1.76%
Cost of Goods Sold (COGS) incl. D&A,2.66B,3.16B,3.01B,3.24B,3.32B
COGS Growth,-,18.48%,-4.58%,7.66%,2.32%
COGS excluding D&A,1.94B,2.44B,2.27B,2.43B,2.5B
Depreciation & Amortization Expense,725M,721.8M,745.2M,815.3M,818.7M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.15B,1.34B,1.02B,1.2B,1.2B
Gross Income Growth,-,16.83%,-23.41%,16.81%,0.27%
Gross Profit Margin,-,-,-,-,26.56%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,354.1M,360.8M,346.2M,364.2M,369.5M
Unusual Expense,-,-,11.6M,-,-
EBIT after Unusual Expense,-,-,(11.6M),-,-
Non Operating Income/Expense,113.2M,174.6M,87.7M,234.6M,235.5M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,299.8M,302.2M,301.9M,312.3M,326.5M
Interest Expense Growth,-,0.80%,-0.10%,3.44%,4.55%
Gross Interest Expense,299.8M,302.2M,301.9M,312.3M,326.5M
Interest Capitalized,-,-,-,-,-
Pretax Income,604.6M,849.7M,452.8M,755.2M,739.8M
Pretax Income Growth,-,40.54%,-46.71%,66.78%,-2.04%
Pretax Margin,-,-,-,-,16.37%
Income Tax,61.2M,69.8M,(70M),52.8M,54M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,30.4M,17M,15.8M,15.7M,(165M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,573.8M,796.9M,538.6M,718.1M,520.8M
Minority Interest Expense,(4.4M),900K,(300K),3.4M,(3.7M)
Net Income,578.2M,796M,538.9M,714.7M,524.5M
Net Income Growth,-,37.67%,-32.30%,32.62%,-26.61%
Net Margin Growth,-,-,-,-,11.61%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,578.2M,796M,538.9M,714.7M,524.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,578.2M,796M,538.9M,714.7M,524.5M
EPS (Basic),1.16,1.59,1.07,1.41,1.02
EPS (Basic) Growth,-,37.31%,-32.70%,32.14%,-27.69%
Basic Shares Outstanding,499.92M,501.23M,504.21M,506.05M,513.62M
EPS (Diluted),1.15,1.58,1.06,1.41,1.02
EPS (Diluted) Growth,-,37.22%,-32.77%,32.21%,-27.68%
Diluted Shares Outstanding,500.98M,502.61M,506.11M,507.66M,515.16M
EBITDA,1.52B,1.7B,1.42B,1.65B,1.65B
EBITDA Growth,-,12.06%,-16.20%,15.76%,0.08%
EBITDA Margin,-,-,-,-,36.50%
