Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,13.89B,14.84B,14.36B,15.26B,15.66B
Sales Growth,-,6.86%,-3.19%,6.27%,2.62%
Cost of Goods Sold (COGS) incl. D&A,10.83B,11.72B,11.9B,12.43B,13.1B
COGS Growth,-,8.20%,1.53%,4.50%,5.39%
COGS excluding D&A,10.08B,10.99B,11.24B,11.68B,12.42B
Depreciation & Amortization Expense,745M,725M,655M,752M,684M
Depreciation,622M,625M,568M,664M,599M
Amortization of Intangibles,123M,100M,87M,88M,85M
Gross Income,3.06B,3.12B,2.47B,2.83B,2.56B
Gross Income Growth,-,2.09%,-20.90%,14.79%,-9.53%
Gross Profit Margin,-,-,-,-,16.36%
SG&A Expense,668M,613M,661M,716M,652M
SGA Growth,-,-8.23%,7.83%,8.32%,-8.94%
Research & Development,228M,210M,225M,218M,217M
Other SG&A,440M,403M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,145M,553M,(32M),310M,81M
EBIT after Unusual Expense,(145M),(553M),32M,(310M),(81M)
Non Operating Income/Expense,106M,205M,200M,209M,271M
Non-Operating Interest Income,13M,14M,20M,28M,36M
Equity in Affiliates (Pretax),278M,249M,224M,174M,195M
Interest Expense,184M,174M,165M,163M,163M
Interest Expense Growth,-,-5.43%,-5.17%,-1.21%,0.00%
Gross Interest Expense,184M,174M,165M,163M,163M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.46B,2.25B,2.12B,2.06B,2.17B
Pretax Income Growth,-,-8.47%,-5.78%,-2.97%,5.55%
Pretax Margin,-,-,-,-,13.85%
Income Tax,524M,542M,357M,503M,488M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(10M),(8M),(9M),(8M),(9M)
Consolidated Net Income,1.92B,1.7B,1.75B,1.54B,1.67B
Minority Interest Expense,31M,23M,25M,(17M),20M
Net Income,1.89B,1.68B,1.73B,1.56B,1.65B
Net Income Growth,-,-11.42%,3.10%,-9.61%,5.83%
Net Margin Growth,-,-,-,-,10.55%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.89B,1.68B,1.73B,1.56B,1.65B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.89B,1.68B,1.73B,1.56B,1.65B
EPS (Basic),2.53,2.25,2.34,2.13,2.28
EPS (Basic) Growth,-,-11.13%,4.00%,-9.18%,7.12%
Basic Shares Outstanding,747M,744.5M,738.1M,734.6M,725.7M
EPS (Diluted),2.51,2.23,2.32,2.11,2.26
EPS (Diluted) Growth,-,-11.08%,4.03%,-9.18%,7.03%
Diluted Shares Outstanding,752.9M,750M,743.3M,739.8M,731.5M
EBITDA,3.13B,3.23B,2.46B,2.87B,2.6B
EBITDA Growth,-,3.16%,-23.82%,16.53%,-9.55%
EBITDA Margin,-,-,-,-,16.57%
