Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.89B,3.05B,4.44B,3.46B,3.03B
Sales Growth,-,5.36%,45.85%,-22.20%,-12.21%
Cost of Goods Sold (COGS) incl. D&A,1.72B,1.65B,3.76B,2.26B,1.81B
COGS Growth,-,-4.18%,127.88%,-40.00%,-19.59%
COGS excluding D&A,1.64B,1.57B,3.67B,2.16B,1.72B
Depreciation & Amortization Expense,84M,79M,93M,92M,99M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.17B,1.4B,681M,1.2B,1.22B
Gross Income Growth,-,19.43%,-51.18%,76.06%,1.67%
Gross Profit Margin,-,-,-,-,40.19%
SG&A Expense,540M,415M,468M,485M,552M
SGA Growth,-,-23.15%,12.77%,3.63%,13.81%
Research & Development,-,-,-,-,-
Other SG&A,540M,415M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,157M,(51M),208M,230M,-
EBIT after Unusual Expense,(157M),51M,(208M),(230M),-
Non Operating Income/Expense,(16M),18M,(3M),(3M),(134M)
Non-Operating Interest Income,1M,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,99M,97M,97M,91M,86M
Interest Expense Growth,-,-2.02%,0.00%,-6.19%,-5.49%
Gross Interest Expense,99M,97M,97M,91M,86M
Interest Capitalized,-,-,-,-,-
Pretax Income,357M,952M,(95M),390M,447M
Pretax Income Growth,-,166.67%,-109.98%,510.53%,14.62%
Pretax Margin,-,-,-,-,14.74%
Income Tax,85M,244M,(22M),100M,139M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,272M,708M,(73M),290M,308M
Minority Interest Expense,19M,7M,12M,7M,2M
Net Income,253M,701M,(85M),283M,306M
Net Income Growth,-,177.08%,-112.13%,432.94%,8.13%
Net Margin Growth,-,-,-,-,10.09%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,253M,701M,(85M),283M,306M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,253M,701M,(85M),283M,306M
EPS (Basic),0.43,1.22,(0.15),0.5,0.55
EPS (Basic) Growth,-,182.40%,-112.25%,436.48%,8.69%
Basic Shares Outstanding,586M,575M,569M,563M,560M
EPS (Diluted),0.43,1.21,(0.15),0.5,-
EPS (Diluted) Growth,-,182.05%,-112.32%,436.48%,-
Diluted Shares Outstanding,588.37M,578M,569M,567M,560M
EBITDA,712M,1.06B,306M,806M,766M
EBITDA Growth,-,48.74%,-71.10%,163.40%,-4.96%
EBITDA Margin,-,-,-,-,25.26%
