Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.16B,4.68B,2.98B,2.7B,4.29B
Sales Growth,-,116.48%,-36.25%,-9.59%,59.33%
Cost of Goods Sold (COGS) incl. D&A,-,-,-,-,-
COGS Growth,-,-,-,-,-
COGS excluding D&A,-,-,-,-,-
Depreciation & Amortization Expense,154M,146M,141M,150M,149M
Depreciation,113M,106M,101M,94M,93M
Amortization of Intangibles,41M,40M,40M,56M,56M
Gross Income,-,-,-,-,-
Gross Income Growth,-,-,-,-,-
Gross Profit Margin,-,-,-,-,-
SG&A Expense,1.92B,2.52B,1.99B,2.34B,3B
SGA Growth,-,30.72%,-20.99%,17.51%,28.61%
Research & Development,-,-,-,-,-
Other SG&A,1.92B,2.52B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(12M),1.01B,(7M),1.04B,1M
EBIT after Unusual Expense,12M,(1.01B),7M,(1.04B),(1M)
Non Operating Income/Expense,(58M),35M,27M,48M,55M
Non-Operating Interest Income,4M,4M,4M,-,24M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,81M,80M,75M,68M,76M
Interest Expense Growth,-,-1.23%,-6.25%,-9.33%,11.76%
Gross Interest Expense,81M,80M,75M,68M,76M
Interest Capitalized,-,-,-,-,-
Pretax Income,(41M),968M,816M,(849M),1.14B
Pretax Income Growth,-,"2,460.98%",-15.70%,-204.04%,234.75%
Pretax Margin,-,-,-,-,26.64%
Income Tax,126M,199M,198M,(149M),287M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(167M),769M,618M,(700M),857M
Minority Interest Expense,-,-,-,-,-
Net Income,(167M),769M,618M,(700M),857M
Net Income Growth,-,560.48%,-19.64%,-213.27%,222.43%
Net Margin Growth,-,-,-,-,19.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(167M),769M,618M,(700M),857M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(167M),769M,618M,(700M),857M
EPS (Basic),(4.07),18.73,15.05,(17.11),21.15
EPS (Basic) Growth,-,560.32%,-19.64%,-213.69%,223.66%
Basic Shares Outstanding,41.05M,41.07M,41.07M,40.92M,40.51M
EPS (Diluted),(4.07),18.6,14.94,(17.11),21.07
EPS (Diluted) Growth,-,557.27%,-19.69%,-214.51%,223.20%
Diluted Shares Outstanding,41.05M,41.34M,41.37M,40.92M,40.67M
EBITDA,236M,2.16B,994M,360M,1.29B
EBITDA Growth,-,815.68%,-54.00%,-63.78%,258.61%
EBITDA Margin,-,-,-,-,30.07%
