Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Interest Income,3.44B,3.43B,3.41B,3.36B,3.67B
Interest Income Growth,-,-0.49%,-0.44%,-1.58%,9.41%
Interest and Fees on Loans,2.9B,2.83B,2.75B,2.64B,2.9B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,542M,601M,658M,713M,775M
Total Internest Expense,198M,193M,168M,174M,266M
Total Internest Expense Growth,-,-2.53%,-12.95%,3.57%,52.87%
Interest Expense on Bank Deposits,36M,33M,32M,32M,99M
Other Interest Expense,162M,160M,-,-,-
Interest Expense on Debt,162M,160M,136M,142M,167M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,-,-,-,-,-
Net Interest Income,3.25B,3.23B,3.24B,3.18B,3.41B
Net Interest Income Growth,-,-0.37%,0.31%,-1.85%,7.04%
Loan Loss Provision,(434M),(324M),(103M),(95M),171M
Loan Loss Provision Growth,-,25.35%,68.21%,7.77%,280.00%
Net Interest Income after Provision,3.68B,3.56B,3.35B,3.28B,3.24B
Net Interest Inc After Loan Loss Prov Growth,-,-3.32%,-5.93%,-2.03%,-1.28%
Net Interest Margin,-,-,-,-,2.86%
Non-Interest Income,2.27B,2.43B,2.27B,2.24B,2.31B
Securities Gain,-,-,-,(69M),(1M)
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,1.56B,1.77B,1.77B,1.71B,1.81B
Other Operating Income,359M,310M,148M,252M,163M
Non-Interest Expense,3.58B,3.69B,3.43B,3.81B,3.56B
Labor & Related Expense,2.21B,2.19B,2.1B,2.05B,2.1B
Equipment Expense,151M,179M,156M,131M,93M
Other Operating Expense,1.16B,1.05B,1.04B,1.03B,1.05B
Operating Income,2.37B,2.3B,2.18B,1.71B,1.99B
Operating Income Growth,-,-3.00%,-5.18%,-21.65%,16.28%
Operating Income Margin,-,-,-,-,37.99%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,297M,172M,211M,216M,82M
Pretax Income,2.07B,2.13B,1.97B,1.75B,1.9B
Pretax Income Growth,-,2.60%,-7.43%,-11.33%,9.05%
Pretax Margin,-,-,-,-,34.46%
Income Taxes,415M,423M,367M,330M,372M
Income Tax - Current - Domestic,-,-,-,-,-
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,-,-,-,-,-
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.66B,1.7B,1.6B,1.42B,1.53B
Minority Interest Expense,1M,-,-,1M,1M
Net Income,1.66B,1.7B,1.6B,1.42B,1.53B
Net Income Growth,-,2.84%,-5.99%,-11.67%,8.20%
Net Income Margin,-,-,-,-,27.77%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,98M,88M,78M,88M,77M
Net Income Available to Common,1.56B,1.62B,1.52B,1.33B,1.45B
EPS (Basic),1.16,1.21,1.15,1,1.09
EPS (Basic) Grwoth,-,3.92%,-5.34%,-12.86%,9.47%
Basic Shares Outstanding,1.34B,1.33B,1.33B,1.33B,1.33B
EPS (Diluted),1.16,1.2,1.13,0.99,1.09
EPS (Diluted) Growth,-,3.85%,-5.42%,-12.84%,9.80%
Diluted Shares Outstanding,1.35B,1.35B,1.34B,1.34B,1.34B
