Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.5B,3.58B,3.71B,3.75B,4.19B
Sales Growth,-,2.20%,3.49%,1.11%,11.69%
Cost of Goods Sold (COGS) incl. D&A,2.97B,3.08B,3.23B,3.22B,3.73B
COGS Growth,-,3.88%,4.90%,-0.34%,15.77%
COGS excluding D&A,2.8B,2.91B,3.05B,3.04B,3.56B
Depreciation & Amortization Expense,172M,175M,185M,185M,168M
Depreciation,127M,130M,140M,140M,129M
Amortization of Intangibles,45M,45M,45M,45M,39M
Gross Income,537M,499M,473M,525M,455M
Gross Income Growth,-,-7.08%,-5.21%,10.99%,-13.33%
Gross Profit Margin,-,-,-,-,10.87%
SG&A Expense,187M,210M,186M,193M,222M
SGA Growth,-,12.30%,-11.43%,3.76%,15.03%
Research & Development,-,-,-,-,-
Other SG&A,187M,210M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(39M),104M,(31M),(246M),447M
EBIT after Unusual Expense,39M,(104M),31M,246M,(447M)
Non Operating Income/Expense,(16M),50M,53M,33M,108M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,66M,66M,72M,70M,71M
Interest Expense Growth,-,0.00%,9.09%,-2.78%,1.43%
Gross Interest Expense,66M,66M,72M,70M,71M
Interest Capitalized,-,-,-,-,-
Pretax Income,307M,169M,299M,541M,(177M)
Pretax Income Growth,-,-44.95%,76.92%,80.94%,-132.72%
Pretax Margin,-,-,-,-,-4.23%
Income Tax,116M,(2M),10M,100M,1M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,11M,8M,8M,6M,13M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,202M,179M,297M,447M,(165M)
Minority Interest Expense,-,-,-,1M,9M
Net Income,202M,179M,297M,446M,(174M)
Net Income Growth,-,-11.39%,65.92%,50.17%,-139.01%
Net Margin Growth,-,-,-,-,-4.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,202M,179M,297M,446M,(174M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,202M,179M,297M,446M,(174M)
EPS (Basic),0.62,0.55,0.92,1.39,(0.55)
EPS (Basic) Growth,-,-10.91%,67.56%,51.00%,-139.49%
Basic Shares Outstanding,327.63M,325.88M,322.7M,320.9M,317.01M
EPS (Diluted),0.61,0.54,0.9,1.37,(0.55)
EPS (Diluted) Growth,-,-10.91%,67.64%,51.22%,-140.11%
Diluted Shares Outstanding,333.38M,331.6M,328.22M,325.92M,317.01M
EBITDA,522M,464M,472M,517M,401M
EBITDA Growth,-,-11.11%,1.72%,9.53%,-22.44%
EBITDA Margin,-,-,-,-,9.58%
