Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.76B,2.06B,2.3B,2.67B,3.05B
Sales Growth,-,17.26%,11.66%,16.09%,14.16%
Cost of Goods Sold (COGS) incl. D&A,1.04B,1.18B,1.26B,1.14B,1.34B
COGS Growth,-,13.38%,7.05%,-9.75%,18.10%
COGS excluding D&A,660M,814M,871M,809M,999M
Depreciation & Amortization Expense,379M,364M,390M,329M,345M
Depreciation,379M,364M,390M,329M,345M
Amortization of Intangibles,-,-,-,-,-
Gross Income,717M,881M,1.04B,1.53B,1.7B
Gross Income Growth,-,22.87%,17.82%,47.50%,11.23%
Gross Profit Margin,-,-,-,-,55.89%
SG&A Expense,86M,70M,137M,156M,89M
SGA Growth,-,-18.60%,95.71%,13.87%,-42.95%
Research & Development,-,-,-,-,-
Other SG&A,86M,70M,-,-,-
Other Operating Expense,51M,54M,55M,70M,78M
Unusual Expense,116M,127M,155M,114M,29M
EBIT after Unusual Expense,(116M),(127M),(155M),(114M),(29M)
Non Operating Income/Expense,139M,(408M),55M,1.19B,31M
Non-Operating Interest Income,3M,1M,2M,4M,3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,111M,101M,94M,89M,79M
Interest Expense Growth,-,-9.01%,-6.93%,-5.32%,-11.24%
Gross Interest Expense,113M,103M,97M,92M,84M
Interest Capitalized,2M,2M,3M,3M,5M
Pretax Income,495M,122M,654M,2.3B,1.46B
Pretax Income Growth,-,-75.35%,436.07%,251.38%,-36.38%
Pretax Margin,-,-,-,-,47.98%
Income Tax,87M,152M,169M,352M,395M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(24M),(30M),(89M),70M,-
Consolidated Net Income,384M,(60M),396M,2.02B,1.07B
Minority Interest Expense,68M,53M,14M,133M,141M
Net Income,316M,(113M),382M,1.88B,926M
Net Income Growth,-,-135.76%,438.05%,392.93%,-50.82%
Net Margin Growth,-,-,-,-,30.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,316M,(113M),382M,1.88B,926M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,316M,(113M),382M,1.88B,926M
EPS (Basic),0.84,(0.3),1.06,5.44,2.72
EPS (Basic) Growth,-,-135.67%,454.86%,414.29%,-50.10%
Basic Shares Outstanding,378M,379M,361M,346M,341M
EPS (Diluted),0.83,(0.3),1.06,5.43,2.71
EPS (Diluted) Growth,-,-135.76%,453.86%,414.26%,-50.10%
Diluted Shares Outstanding,379M,379M,362M,347M,342M
EBITDA,959M,1.12B,1.24B,1.63B,1.88B
EBITDA Growth,-,16.89%,10.26%,32.20%,15.12%
EBITDA Margin,-,-,-,-,61.73%
