Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,476.24M,481.47M,483.21M,498.37M,517.93M
Sales Growth,-,1.10%,0.36%,3.14%,3.92%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,386.61M,402.87M,422.11M,408.94M,420.45M
Total Interest Expense,38.68M,35.91M,36.55M,37.59M,41.87M
Depreciation & Amortization Expense,171.46M,177.18M,178.11M,177.73M,180.49M
Other Operating Expense,931K,285K,18.7M,132K,139K
Operating Income,89.63M,78.6M,61.1M,89.43M,97.48M
Operating Income Growth,-,-12.31%,-22.26%,46.37%,9.00%
Non-Operating Income (Expense),176.97M,16.29M,1.38M,15.62M,12.99M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,176.97M,16.29M,1.38M,15.62M,12.99M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,61.48M,652K,424K,(6.26M),403K
Pretax Income,166.44M,58.33M,25.5M,73.72M,68.2M
Pretax Income Growth,-,-64.95%,-56.28%,189.06%,-7.49%
Pretax Margin,-,-,-,-,6.77%
Income Taxes,(763K),(649K),(1.86M),777K,(718K)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,867K,2.33M,1.58M,2.08M,382K
Other After Tax Income (Expense),(287K),(269K),(268K),(1.98M),(281K)
Consolidated Net Income,167.78M,61.04M,28.68M,73.05M,69.02M
Minority Interest Expense,3.54M,7.2M,3.82M,3.73M,3.96M
Net Income,164.24M,53.84M,24.86M,69.32M,65.07M
Net Income Growth,-,-67.22%,-53.83%,178.84%,-6.14%
Net Margin Growth,-,-,-,-,12.56%
Extraordinaries & Discontinued Operations,113.96M,601K,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,113.96M,601K,3.63M,317K,2.99M
Net Income After Extraordinaries,278.2M,54.44M,28.49M,69.64M,68.06M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,278.2M,54.44M,28.49M,69.64M,68.06M
EPS (Basic),0.29,0.05,0.04,0.13,0.12
EPS (Basic) Growth,-,-81.98%,-19.07%,210.58%,-6.04%
Basic Shares Outstanding,538.93M,539.02M,539.08M,539.35M,539.56M
EPS (Diluted),0.28,0.05,0.04,0.13,0.12
EPS (Diluted) Growth,-,-81.83%,-18.91%,210.58%,-6.11%
Diluted Shares Outstanding,544.69M,539.39M,539.51M,539.59M,539.82M
