Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,278.74M,297.82M,308.07M,315.64M,363.27M
Sales Growth,-,6.84%,3.44%,2.46%,15.09%
Total Investment Income,(300K),-,-,-,-
Sundry Revenue/Income,2.52M,3.69M,2.71M,4.28M,1.55M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,249.04M,244.29M,242.84M,246.63M,308.92M
Total Interest Expense,(4.4M),24.69M,24.28M,24.24M,28.72M
Depreciation & Amortization Expense,99.59M,111.46M,116.5M,113.14M,157.73M
Other Operating Expense,-,-,-,-,-
Operating Income,29.7M,53.53M,65.23M,69.01M,54.35M
Operating Income Growth,-,80.24%,21.86%,5.79%,-21.25%
Non-Operating Income (Expense),2.2M,2.24M,177.51M,39.42M,474.15M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,(300K),174.38M,36.37M,474.15M
Equity in Affiliates (Pretax),2.2M,2.54M,3.13M,3.05M,-
Unusual Expense,-,-,-,-,-
Pretax Income,31.9M,31.09M,218.46M,84.19M,499.77M
Pretax Income Growth,-,-2.55%,602.78%,-61.46%,493.62%
Pretax Margin,-,-,-,-,27.23%
Income Taxes,460K,480K,601K,590K,886K
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(50K),(30K),(423K),(121K),(740K)
Consolidated Net Income,31.39M,30.58M,217.44M,83.48M,498.15M
Minority Interest Expense,1.26M,1.12M,4.96M,2.86M,1.57M
Net Income,30.13M,29.45M,212.48M,80.62M,496.58M
Net Income Growth,-,-2.24%,621.40%,-62.05%,515.91%
Net Margin Growth,-,-,-,-,136.70%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,30.13M,29.45M,212.48M,80.62M,496.58M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,30.13M,29.45M,212.48M,80.62M,496.58M
EPS (Basic),0.3,0.29,2.03,0.77,4.59
EPS (Basic) Growth,-,-4.48%,610.67%,-62.32%,500.13%
Basic Shares Outstanding,100.7M,103.07M,104.61M,105.34M,108.11M
EPS (Diluted),0.3,0.29,2.03,0.76,4.54
EPS (Diluted) Growth,-,-4.52%,609.74%,-62.38%,495.45%
Diluted Shares Outstanding,100.77M,103.17M,105.45M,106.15M,109.75M
