Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.22B,1.28B,1.19B,1.33B,1.4B
Sales Growth,-,5.01%,-6.65%,11.01%,5.48%
Cost of Goods Sold (COGS) incl. D&A,601M,598M,558M,617M,627M
COGS Growth,-,-0.50%,-6.69%,10.57%,1.62%
COGS excluding D&A,536M,533M,493M,555M,567M
Depreciation & Amortization Expense,65M,65M,65M,62M,60M
Depreciation,29M,29M,29M,29M,27M
Amortization of Intangibles,36M,36M,36M,33M,33M
Gross Income,617M,681M,636M,708.4M,771M
Gross Income Growth,-,10.37%,-6.61%,11.38%,8.84%
Gross Profit Margin,-,-,-,-,55.15%
SG&A Expense,168M,144M,166M,181M,180M
SGA Growth,-,-14.29%,15.28%,9.04%,-0.55%
Research & Development,-,-,-,-,-
Other SG&A,168M,144M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,6M,11M,16M,10M,14M
EBIT after Unusual Expense,(6M),(11M),(16M),(10M),(14M)
Non Operating Income/Expense,77M,23M,3M,8.6M,4M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,276M,262M,264M,266M,269M
Interest Expense Growth,-,-5.07%,0.76%,0.76%,1.13%
Gross Interest Expense,276M,262M,264M,266M,269M
Interest Capitalized,-,-,-,-,-
Pretax Income,244M,287M,193M,260M,312M
Pretax Income Growth,-,17.62%,-32.75%,34.72%,20.00%
Pretax Margin,-,-,-,-,22.32%
Income Tax,(73M),78M,30M,61M,73M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,(46M),-,-
Consolidated Net Income,317M,209M,117M,199M,239M
Minority Interest Expense,-,-,1M,-,1M
Net Income,317M,209M,116M,199M,238M
Net Income Growth,-,-34.07%,-44.50%,71.55%,19.60%
Net Margin Growth,-,-,-,-,17.02%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,1M,-,-
Net Income After Extraordinaries,317M,209M,117M,199M,238M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,317M,209M,117M,199M,238M
EPS (Basic),5.43,3.58,1.98,3.38,4.1
EPS (Basic) Growth,-,-34.07%,-44.77%,70.95%,21.45%
Basic Shares Outstanding,58.4M,58.4M,59.2M,58.9M,58M
EPS (Diluted),5.43,3.58,1.98,3.38,4.1
EPS (Diluted) Growth,-,-34.07%,-44.77%,70.95%,21.45%
Diluted Shares Outstanding,58.4M,58.4M,59.2M,58.9M,58M
EBITDA,514M,602M,535M,589.4M,651M
EBITDA Growth,-,17.12%,-11.13%,10.17%,10.45%
EBITDA Margin,-,-,-,-,46.57%
