Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.04B,3.18B,3.88B,4.28B,3.87B
Sales Growth,-,4.54%,22.17%,10.28%,-9.61%
Cost of Goods Sold (COGS) incl. D&A,1.24B,1.41B,1.7B,2.03B,1.78B
COGS Growth,-,13.90%,20.65%,19.53%,-12.25%
COGS excluding D&A,564M,709M,990M,1.26B,1.02B
Depreciation & Amortization Expense,673M,700M,710M,773M,762M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.8B,1.77B,2.18B,2.25B,2.09B
Gross Income Growth,-,-1.89%,23.37%,3.07%,-7.21%
Gross Profit Margin,-,-,-,-,53.90%
SG&A Expense,895M,924M,928M,1.03B,985M
SGA Growth,-,3.24%,0.43%,10.56%,-4.00%
Research & Development,-,-,-,-,-
Other SG&A,895M,924M,-,-,-
Other Operating Expense,222M,223M,207M,253M,235M
Unusual Expense,321M,(222M),1M,(10M),415M
EBIT after Unusual Expense,(321M),222M,(1M),10M,(415M)
Non Operating Income/Expense,296M,118M,412M,44M,(1.06B)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),65M,69M,62M,80M,83M
Interest Expense,502M,393M,362M,174M,47M
Interest Expense Growth,-,-21.71%,-7.89%,-51.93%,-72.99%
Gross Interest Expense,502M,393M,362M,174M,47M
Interest Capitalized,-,-,-,-,-
Pretax Income,222M,636M,1.05B,928M,(569M)
Pretax Income Growth,-,186.49%,64.78%,-11.45%,-161.31%
Pretax Margin,-,-,-,-,-14.71%
Income Tax,(47M),35M,225M,236M,(117M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,269M,601M,823M,692M,(452M)
Minority Interest Expense,10M,12M,4M,-,-
Net Income,259M,589M,819M,692M,(452M)
Net Income Growth,-,127.41%,39.05%,-15.51%,-165.32%
Net Margin Growth,-,-,-,-,-11.69%
Extraordinaries & Discontinued Operations,26M,65M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,26M,65M,522M,19M,(1M)
Net Income After Extraordinaries,285M,654M,1.34B,711M,(453M)
Preferred Dividends,16M,16M,20M,27M,25M
Net Income Available to Common,269M,638M,1.32B,684M,(478M)
EPS (Basic),0.33,0.79,1.63,0.84,(0.58)
EPS (Basic) Growth,-,136.55%,106.73%,-48.26%,-169.22%
Basic Shares Outstanding,806.6M,808.7M,810M,810.6M,818.4M
EPS (Diluted),0.33,0.79,1.63,0.82,(0.58)
EPS (Diluted) Growth,-,136.16%,106.81%,-49.53%,-171.05%
Diluted Shares Outstanding,806.6M,810M,811M,832M,818.4M
EBITDA,1.36B,1.32B,1.76B,1.74B,1.63B
EBITDA Growth,-,-2.73%,32.95%,-0.80%,-6.55%
EBITDA Margin,-,-,-,-,42.06%
