Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.7B,3.04B,2.77B,2.85B,3.08B
Sales Growth,-,12.48%,-8.79%,3.00%,7.89%
Cost of Goods Sold (COGS) incl. D&A,1.97B,2.28B,2.21B,2.32B,2.51B
COGS Growth,-,15.69%,-2.90%,4.93%,8.32%
COGS excluding D&A,1.71B,2.02B,1.95B,2.05B,2.25B
Depreciation & Amortization Expense,263M,257M,261M,270M,264M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,731M,759M,558M,532M,564M
Gross Income Growth,-,3.83%,-26.48%,-4.66%,6.02%
Gross Profit Margin,-,-,-,-,18.32%
SG&A Expense,45M,39M,36M,52M,46M
SGA Growth,-,-13.33%,-7.69%,44.44%,-11.54%
Research & Development,-,-,-,-,-
Other SG&A,45M,39M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,714M,13M,144M,7M,473M
EBIT after Unusual Expense,(714M),(13M),(144M),(7M),(473M)
Non Operating Income/Expense,49M,17M,(1.77B),(49M),(31M)
Non-Operating Interest Income,73M,71M,86M,75M,95M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,224M,209M,219M,235M,269M
Interest Expense Growth,-,-6.70%,4.78%,7.31%,14.47%
Gross Interest Expense,224M,209M,219M,235M,269M
Interest Capitalized,-,-,-,-,-
Pretax Income,(130M),586M,(1.53B),264M,(160M)
Pretax Income Growth,-,550.77%,-360.92%,117.27%,-160.61%
Pretax Margin,-,-,-,-,-5.20%
Income Tax,(59M),126M,(208M),60M,(19M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(10M),25M,(9M),(33M),5M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(81M),485M,(1.33B),171M,(136M)
Minority Interest Expense,(105M),142M,(698M),56M,43M
Net Income,24M,343M,(632M),115M,(179M)
Net Income Growth,-,"1,329.17%",-284.26%,118.20%,-255.65%
Net Margin Growth,-,-,-,-,-5.82%
Extraordinaries & Discontinued Operations,4M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,4M,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,28M,343M,(632M),115M,(179M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,24M,343M,(632M),115M,(179M)
EPS (Basic),0.04,0.51,(0.95),0.17,(0.27)
EPS (Basic) Growth,-,"1,328.33%",-284.27%,118.17%,-255.63%
Basic Shares Outstanding,666M,667M,667M,668M,668M
EPS (Diluted),0.04,0.48,(0.95),0.16,(0.27)
EPS (Diluted) Growth,-,"1,249.44%",-296.13%,117.07%,-265.74%
Diluted Shares Outstanding,670M,710M,667M,711M,668M
EBITDA,949M,977M,783M,750M,782M
EBITDA Growth,-,2.95%,-19.86%,-4.21%,4.27%
EBITDA Margin,-,-,-,-,25.41%
