Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,259.03M,257.72M,269.28M,290.38M,288.23M
Sales Growth,-,-0.51%,4.48%,7.84%,-0.74%
Cost of Goods Sold (COGS) incl. D&A,83.08M,86.72M,85.59M,88.92M,69.77M
COGS Growth,-,4.38%,-1.31%,3.89%,-21.54%
COGS excluding D&A,58.41M,61.99M,60.48M,63.55M,69.77M
Depreciation & Amortization Expense,24.67M,24.73M,25.1M,25.37M,-
Depreciation,5.97M,6.13M,6.45M,6.89M,-
Amortization of Intangibles,18.7M,18.61M,18.65M,18.47M,18.11M
Gross Income,175.95M,171M,183.69M,201.46M,218.46M
Gross Income Growth,-,-2.81%,7.42%,9.67%,8.44%
Gross Profit Margin,-,-,-,-,75.79%
SG&A Expense,107.44M,107.01M,121.68M,111.21M,119.78M
SGA Growth,-,-0.40%,13.71%,-8.61%,7.70%
Research & Development,20.72M,21.6M,20.65M,21.74M,23.15M
Other SG&A,86.72M,85.41M,-,-,-
Other Operating Expense,-,-,-,-,18.11M
Unusual Expense,78.2M,(4.54M),(28.74M),(17.4M),-
EBIT after Unusual Expense,(78.2M),4.54M,28.74M,17.4M,-
Non Operating Income/Expense,23.81M,479K,(3.2M),(37.65M),(1.52M)
Non-Operating Interest Income,167K,193K,245K,168K,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,5.23M,1.81M,1.62M,1.39M,-
Interest Expense Growth,-,-65.35%,-10.77%,-14.05%,-
Gross Interest Expense,5.23M,1.81M,1.62M,1.39M,-
Interest Capitalized,-,-,-,-,-
Pretax Income,7.11M,67.38M,86.18M,68.77M,79.05M
Pretax Income Growth,-,847.32%,27.89%,-20.20%,14.95%
Pretax Margin,-,-,-,-,27.43%
Income Tax,(7.53M),(1.6M),14.12M,8.63M,17.14M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(9K),(36K),(34K),(25K),-
Consolidated Net Income,14.64M,68.95M,72.03M,60.12M,61.92M
Minority Interest Expense,(316K),(634K),(8.11M),(595K),392K
Net Income,14.95M,69.58M,80.14M,60.71M,61.52M
Net Income Growth,-,365.38%,15.18%,-24.24%,1.33%
Net Margin Growth,-,-,-,-,21.35%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,14.95M,69.58M,80.14M,60.71M,61.52M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,14.95M,69.58M,80.14M,60.71M,61.52M
EPS (Basic),0.38,1.78,2.04,1.55,1.57
EPS (Basic) Growth,-,362.89%,14.54%,-24.16%,1.52%
Basic Shares Outstanding,38.91M,39.09M,39.31M,39.27M,39.2M
EPS (Diluted),0.37,1.69,1.94,1.48,1.51
EPS (Diluted) Growth,-,363.02%,15.04%,-23.80%,1.89%
Diluted Shares Outstanding,40.95M,41.16M,41.21M,40.97M,40.7M
EBITDA,93.17M,88.72M,87.11M,115.62M,106.44M
EBITDA Growth,-,-4.78%,-1.81%,32.72%,-7.94%
EBITDA Margin,-,-,-,-,36.93%
