Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.89B,5.14B,5B,5.01B,4.64B
Sales Growth,-,5.01%,-2.73%,0.32%,-7.38%
Cost of Goods Sold (COGS) incl. D&A,2.73B,2.83B,2.57B,2.71B,2.57B
COGS Growth,-,3.81%,-9.21%,5.21%,-4.88%
COGS excluding D&A,2.16B,2.24B,2.02B,2.15B,2.04B
Depreciation & Amortization Expense,568M,592M,557M,557M,534M
Depreciation,217M,238M,202M,205M,177M
Amortization of Intangibles,351M,354M,355M,352M,357M
Gross Income,2.16B,2.3B,2.42B,2.31B,2.07B
Gross Income Growth,-,6.52%,5.26%,-4.87%,-10.33%
Gross Profit Margin,-,-,-,-,44.54%
SG&A Expense,1.58B,1.72B,1.55B,1.58B,1.46B
SGA Growth,-,8.73%,-9.71%,1.48%,-7.05%
Research & Development,344M,387M,329M,343M,315M
Other SG&A,1.24B,1.33B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(48M),311M,60M,113M,72M
EBIT after Unusual Expense,48M,(311M),(60M),(113M),(72M)
Non Operating Income/Expense,(1M),103M,9M,9M,(15M)
Non-Operating Interest Income,2M,2M,2M,2M,5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,115M,111M,98M,101M,99M
Interest Expense Growth,-,-3.48%,-11.71%,3.06%,-1.98%
Gross Interest Expense,115M,111M,98M,101M,99M
Interest Capitalized,-,-,-,-,-
Pretax Income,514M,266M,723M,525M,421M
Pretax Income Growth,-,-48.25%,171.80%,-27.39%,-19.81%
Pretax Margin,-,-,-,-,9.07%
Income Tax,(11M),1M,46M,71M,31M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,525M,265M,677M,454M,390M
Minority Interest Expense,-,-,-,-,-
Net Income,525M,265M,677M,454M,390M
Net Income Growth,-,-49.52%,155.47%,-32.94%,-14.10%
Net Margin Growth,-,-,-,-,8.40%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,(30M)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,525M,265M,677M,454M,360M
Preferred Dividends,23M,23M,23M,23M,23M
Net Income Available to Common,502M,242M,655M,431M,368M
EPS (Basic),1.73,0.85,2.3,1.51,1.29
EPS (Basic) Growth,-,-51.20%,171.90%,-34.33%,-14.68%
Basic Shares Outstanding,289.52M,285.99M,284.69M,285.24M,285.44M
EPS (Diluted),1.72,0.84,2.28,1.5,1.28
EPS (Diluted) Growth,-,-51.24%,172.44%,-34.33%,-14.62%
Diluted Shares Outstanding,291.9M,288.6M,286.72M,287.3M,287.3M
EBITDA,1.15B,1.18B,1.43B,1.29B,1.14B
EBITDA Growth,-,2.35%,21.53%,-9.87%,-11.66%
EBITDA Margin,-,-,-,-,24.50%
