Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.33B,6.23B,6.92B,6.44B,6.7B
Sales Growth,-,-1.60%,11.08%,-6.94%,4.09%
Cost of Goods Sold (COGS) incl. D&A,3.21B,3.34B,3.83B,3.72B,4.03B
COGS Growth,-,3.80%,14.93%,-2.97%,8.28%
COGS excluding D&A,2.9B,3.01B,3.51B,3.39B,3.7B
Depreciation & Amortization Expense,316M,323M,326M,328M,333M
Depreciation,206M,213M,209M,210M,213M
Amortization of Intangibles,110M,110M,117M,118M,120M
Gross Income,3.11B,2.89B,3.08B,2.72B,2.67B
Gross Income Growth,-,-7.16%,6.64%,-11.88%,-1.66%
Gross Profit Margin,-,-,-,-,39.87%
SG&A Expense,1.9B,1.8B,2.03B,2.02B,1.92B
SGA Growth,-,-4.96%,12.76%,-0.79%,-4.56%
Research & Development,746M,755M,796M,815M,815M
Other SG&A,1.15B,1.05B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,106M,(47M),(12M),5M,(256M)
EBIT after Unusual Expense,(106M),47M,12M,(5M),256M
Non Operating Income/Expense,289M,73M,(311M),(22M),(912M)
Non-Operating Interest Income,13M,15M,14M,15M,27M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,57M,58M,59M,59M,69M
Interest Expense Growth,-,1.75%,1.72%,0.00%,16.95%
Gross Interest Expense,57M,58M,59M,59M,69M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.36B,1.17B,706M,629M,49M
Pretax Income Growth,-,-14.09%,-39.40%,-10.91%,-92.21%
Pretax Margin,-,-,-,-,0.73%
Income Tax,172M,78M,(95M),120M,390M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.18B,1.09B,801M,509M,(341M)
Minority Interest Expense,-,-,-,-,-
Net Income,1.18B,1.09B,801M,509M,(341M)
Net Income Growth,-,-8.19%,-26.31%,-36.45%,-166.99%
Net Margin Growth,-,-,-,-,-5.09%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.18B,1.09B,801M,509M,(341M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.18B,1.09B,801M,509M,(341M)
EPS (Basic),1.01,0.93,0.68,0.44,(0.29)
EPS (Basic) Growth,-,-8.19%,-26.24%,-35.91%,-167.28%
Basic Shares Outstanding,1.17B,1.17B,1.17B,1.16B,1.16B
EPS (Diluted),1,0.92,0.68,0.43,(0.29)
EPS (Diluted) Growth,-,-8.26%,-26.06%,-35.86%,-167.81%
Diluted Shares Outstanding,1.19B,1.19B,1.18B,1.17B,1.16B
EBITDA,1.53B,1.41B,1.38B,1.03B,1.08B
EBITDA Growth,-,-7.96%,-2.48%,-25.29%,5.06%
EBITDA Margin,-,-,-,-,16.12%
