Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.47B,3.48B,3.29B,3.3B,3.67B
Sales Growth,-,0.40%,-5.41%,0.14%,11.37%
Cost of Goods Sold (COGS) incl. D&A,1.64B,1.66B,1.56B,1.59B,1.79B
COGS Growth,-,1.35%,-6.28%,1.99%,12.47%
COGS excluding D&A,1.56B,1.58B,1.47B,1.51B,1.7B
Depreciation & Amortization Expense,79.16M,78.74M,90.56M,82.92M,85.12M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.83B,1.82B,1.73B,1.71B,1.88B
Gross Income Growth,-,-0.45%,-4.60%,-1.53%,10.34%
Gross Profit Margin,-,-,-,-,51.34%
SG&A Expense,1.03B,1.06B,1.06B,1.04B,1.09B
SGA Growth,-,3.19%,-0.47%,-1.90%,4.59%
Research & Development,-,-,-,-,-
Other SG&A,1.03B,1.06B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(2.5M),200K,(1.9M),2.8M,6.4M
EBIT after Unusual Expense,2.5M,(200K),1.9M,(2.8M),(6.4M)
Non Operating Income/Expense,452K,518K,682K,862K,1.85M
Non-Operating Interest Income,456K,485K,493K,510K,682K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,37.66M,34.87M,34.73M,34.84M,37.38M
Interest Expense Growth,-,-7.39%,-0.40%,0.31%,7.30%
Gross Interest Expense,37.66M,34.87M,34.73M,34.84M,37.38M
Interest Capitalized,-,-,-,-,-
Pretax Income,761.33M,720.53M,644.22M,633.26M,757.3M
Pretax Income Growth,-,-5.36%,-10.59%,-1.70%,19.59%
Pretax Margin,-,-,-,-,20.63%
Income Tax,175.88M,161.88M,125.25M,151.38M,180.54M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,585.45M,558.65M,518.97M,481.88M,576.76M
Minority Interest Expense,-,-,-,-,-
Net Income,585.45M,558.65M,518.97M,481.88M,576.76M
Net Income Growth,-,-4.58%,-7.10%,-7.15%,19.69%
Net Margin Growth,-,-,-,-,15.71%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,585.45M,558.65M,518.97M,481.88M,576.76M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,585.45M,558.65M,518.97M,481.88M,576.76M
EPS (Basic),8.41,8.14,7.71,7.24,8.86
EPS (Basic) Growth,-,-3.17%,-5.30%,-6.13%,22.37%
Basic Shares Outstanding,69.62M,68.61M,67.3M,66.57M,65.12M
EPS (Diluted),8.33,8.07,7.64,7.17,8.78
EPS (Diluted) Growth,-,-3.17%,-5.31%,-6.13%,22.43%
Diluted Shares Outstanding,70.26M,69.24M,67.93M,67.19M,65.69M
EBITDA,874.74M,833.34M,766.44M,752.45M,883.67M
EBITDA Growth,-,-4.73%,-8.03%,-1.83%,17.44%
EBITDA Margin,-,-,-,-,24.07%
