Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,10.68B,12.84B,14.09B,15.81B,14.44B
Sales Growth,-,20.17%,9.75%,12.22%,-8.65%
Premiums Earned,7.91B,7.5B,9.33B,7.11B,7.52B
Total Investment Income,3.68B,3.72B,3.57B,2.88B,2.67B
Realized Gains (Losses),(1.6B),397M,256M,4.42B,3.39B
Other Operating Income,689M,1.22B,932M,1.4B,862M
"Losses, Claims & Reserves",6.96B,6.88B,8.1B,6.13B,6.03B
"Losses, Claims & Reserves Growth",-,-1.06%,17.70%,-24.30%,-1.61%
"Losses, Benefits & Adjustments",6.08B,5.96B,7.21B,5.26B,5.12B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",3.01B,3.6B,3.01B,3.53B,3.35B
SGA Growth,-,19.59%,-16.32%,17.15%,-5.08%
"Selling, General & Admin. Expenses",3.01B,3.6B,3.01B,3.53B,3.35B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,718M,2.36B,2.98B,6.15B,5.06B
Operating Income Growth,-,228.27%,26.35%,106.55%,-17.70%
"Interest Expense, Net of Interest Capitalized",338M,328M,297M,263M,266M
Interest Expense (excl. Interest Capitalized),338M,328M,297M,263M,266M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,718M,2.36B,2.98B,6.15B,5.06B
Non-Operating Income (Expense),(1M),102M,2.94B,40M,(1M)
Miscellaneous Non Operating Expense,(1M),102M,2.94B,40M,(1M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,232M,(45M),569M,93M,474M
Pretax Income,147M,2.18B,5.05B,5.84B,4.32B
Pretax Income Growth,-,"1,380.27%",131.99%,15.59%,-25.95%
Income Tax,(3M),439M,942M,1.18B,928M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,150M,1.74B,4.11B,4.66B,3.39B
Minority Interest Expense,51M,70M,360M,396M,356M
Net Income,99M,1.67B,3.75B,4.26B,3.04B
Net Income Growth,-,"1,583.84%",124.72%,13.72%,-28.71%
Net Margin Growth,-,-,-,-,21.03%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,(1M)
Net Income After Extraordinaries,99M,1.67B,3.75B,4.26B,3.04B
Preferred Dividends,8M,7M,7M,7M,8M
Net Income Available to Common,91M,1.66B,3.74B,4.25B,3.03B
EPS (Basic),0.11,1.95,4.48,5.21,3.83
EPS (Basic) Growth,-,"1,746.87%",130.34%,16.20%,-26.51%
Basic Shares Outstanding,862.93M,852.77M,833.9M,816.31M,790.9M
EPS (Diluted),0.1,1.92,4.29,5.15,3.78
EPS (Diluted) Growth,-,"1,743.76%",123.18%,20.08%,-26.55%
Diluted Shares Outstanding,872.88M,864.02M,872M,826.01M,800.73M
