Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.3B,6.24B,5.76B,6.65B,7.22B
Sales Growth,-,17.71%,-7.66%,15.34%,8.65%
Cost of Goods Sold (COGS) incl. D&A,3.74B,4.09B,4.86B,4.94B,5.14B
COGS Growth,-,9.34%,18.82%,1.69%,4.07%
COGS excluding D&A,2.75B,3.09B,3.82B,3.95B,4.13B
Depreciation & Amortization Expense,986M,998M,1.03B,991M,1.01B
Depreciation,976M,987M,1.02B,981M,1B
Amortization of Intangibles,10M,11M,11M,10M,9M
Gross Income,1.56B,2.15B,906M,1.71B,2.08B
Gross Income Growth,-,37.75%,-57.92%,88.52%,21.90%
Gross Profit Margin,-,-,-,-,28.83%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,313M,312M,321M,372M,349M
Unusual Expense,564M,278M,912M,100M,168M
EBIT after Unusual Expense,(564M),(278M),(912M),(100M),(168M)
Non Operating Income/Expense,152M,323M,178M,208M,193M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(40M),30M,41M,46M,34M
Interest Expense,434M,434M,458M,326M,399M
Interest Expense Growth,-,0.00%,5.53%,-28.82%,22.39%
Gross Interest Expense,434M,434M,458M,326M,399M
Interest Capitalized,-,-,-,-,-
Pretax Income,364M,1.48B,(566M),1.16B,1.39B
Pretax Income Growth,-,307.14%,-138.19%,305.65%,19.67%
Pretax Margin,-,-,-,-,19.29%
Income Tax,(12M),372M,(283M),173M,304M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,376M,1.11B,(283M),991M,1.09B
Minority Interest Expense,-,5M,(72M),(45M),(22M)
Net Income,376M,1.11B,(211M),1.04B,1.11B
Net Income Growth,-,193.88%,-119.10%,591.00%,7.24%
Net Margin Growth,-,-,-,-,15.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,376M,1.11B,(211M),1.04B,1.11B
Preferred Dividends,4M,4M,4M,4M,4M
Net Income Available to Common,372M,1.1B,(215M),1.03B,1.11B
EPS (Basic),0.35,1.04,(0.2),0.97,1.04
EPS (Basic) Growth,-,195.98%,-118.85%,596.32%,7.07%
Basic Shares Outstanding,1.06B,1.06B,1.1B,1.06B,1.07B
EPS (Diluted),0.35,1.03,(0.2),0.97,1.03
EPS (Diluted) Growth,-,195.73%,-118.97%,593.56%,6.96%
Diluted Shares Outstanding,1.07B,1.07B,1.1B,1.07B,1.07B
EBITDA,2.24B,2.84B,1.62B,2.33B,2.74B
EBITDA Growth,-,26.97%,-43.04%,43.91%,17.88%
EBITDA Margin,-,-,-,-,37.99%
