Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,11.35B,13.11B,13.94B,15.97B,14.8B
Sales Growth,-,15.59%,6.28%,14.59%,-7.32%
Cost of Goods Sold (COGS) incl. D&A,3.07B,3.4B,3.83B,5.33B,4.15B
COGS Growth,-,10.96%,12.46%,39.41%,-22.22%
COGS excluding D&A,2.38B,2.64B,2.99B,4.21B,3.21B
Depreciation & Amortization Expense,690M,759M,835M,1.12B,938M
Depreciation,353M,399M,430M,421M,475M
Amortization of Intangibles,337M,360M,405M,699M,463M
Gross Income,8.28B,9.71B,10.11B,10.64B,10.65B
Gross Income Growth,-,17.31%,4.11%,5.19%,0.15%
Gross Profit Margin,-,-,-,-,71.97%
SG&A Expense,6.63B,4.65B,5.9B,4.96B,5.26B
SGA Growth,-,-29.95%,26.95%,-15.97%,6.18%
Research & Development,4.35B,2.31B,3.08B,2.57B,2.78B
Other SG&A,2.28B,2.33B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,262M,295M,263M,59M,233M
EBIT after Unusual Expense,(262M),(295M),(263M),(59M),(233M)
Non Operating Income/Expense,244M,-,(247M),183M,(162M)
Non-Operating Interest Income,9M,7M,9M,7M,15M
Equity in Affiliates (Pretax),280M,683M,405M,(708M),(284M)
Interest Expense,202M,196M,209M,243M,240M
Interest Expense Growth,-,-2.97%,6.63%,16.27%,-1.23%
Gross Interest Expense,202M,196M,209M,243M,240M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.72B,5.27B,3.91B,4.86B,4.49B
Pretax Income Growth,-,206.70%,-25.77%,24.35%,-7.69%
Pretax Margin,-,-,-,-,30.32%
Income Tax,503M,695M,85M,554M,538M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.21B,4.57B,3.82B,4.31B,3.95B
Minority Interest Expense,1M,4M,4M,(3M),5M
Net Income,1.21B,4.57B,3.82B,4.31B,3.94B
Net Income Growth,-,276.50%,-16.36%,12.83%,-8.49%
Net Margin Growth,-,-,-,-,26.65%
Extraordinaries & Discontinued Operations,332M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,332M,-,(62M),-,-
Net Income After Extraordinaries,1.55B,4.57B,3.76B,4.31B,3.94B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.55B,4.57B,3.76B,4.31B,3.94B
EPS (Basic),0.61,1.81,1.49,1.7,1.56
EPS (Basic) Growth,-,195.92%,-17.62%,14.65%,-8.60%
Basic Shares Outstanding,2.53B,2.53B,2.53B,2.53B,2.53B
EPS (Diluted),0.61,1.8,1.48,1.7,1.55
EPS (Diluted) Growth,-,196.05%,-17.69%,14.52%,-8.54%
Diluted Shares Outstanding,2.54B,2.54B,2.54B,2.54B,2.54B
EBITDA,2.34B,5.83B,5.05B,6.8B,6.33B
EBITDA Growth,-,149.19%,-13.34%,34.70%,-6.94%
EBITDA Margin,-,-,-,-,42.76%
