Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.85B,1.81B,1.86B,1.81B,1.97B
Sales Growth,-,-2.21%,2.78%,-2.65%,8.85%
Cost of Goods Sold (COGS) incl. D&A,1.08B,1.09B,1.11B,1.15B,1.17B
COGS Growth,-,0.97%,2.03%,3.49%,2.44%
COGS excluding D&A,1.03B,1.03B,1.05B,1.08B,1.12B
Depreciation & Amortization Expense,45.8M,54.1M,58.9M,62.5M,56.8M
Depreciation,30.1M,33.6M,31.4M,33.5M,28.7M
Amortization of Intangibles,15.7M,20.5M,27.5M,29M,28.1M
Gross Income,772.9M,721.6M,749.9M,662M,794M
Gross Income Growth,-,-6.64%,3.92%,-11.72%,19.94%
Gross Profit Margin,-,-,-,-,40.34%
SG&A Expense,437.3M,447.4M,447.4M,428.5M,441.7M
SGA Growth,-,2.31%,0.00%,-4.22%,3.08%
Research & Development,-,-,-,-,-
Other SG&A,437.3M,447.4M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(43.3M),227.2M,(7.6M),140.7M,5.2M
EBIT after Unusual Expense,43.3M,(227.2M),7.6M,(140.7M),(5.2M)
Non Operating Income/Expense,(43.8M),(17.7M),600K,(23M),26.4M
Non-Operating Interest Income,300K,500K,500K,500K,600K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,21.9M,25.5M,28.7M,29.2M,29.9M
Interest Expense Growth,-,16.44%,12.55%,1.74%,2.40%
Gross Interest Expense,21.9M,25.5M,28.7M,29.2M,29.9M
Interest Capitalized,-,-,-,-,-
Pretax Income,313.5M,4.3M,282.5M,41.1M,344.2M
Pretax Income Growth,-,-98.63%,"6,469.77%",-85.45%,737.47%
Pretax Margin,-,-,-,-,17.49%
Income Tax,44.5M,(70.3M),43.6M,(8.3M),49.4M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(400K),-,(700K),(100K),(1M)
Consolidated Net Income,268.6M,74.6M,238.2M,49.3M,293.8M
Minority Interest Expense,(2.3M),(3.9M),(2.6M),(4.5M),(3.1M)
Net Income,270.9M,78.5M,240.8M,53.8M,296.9M
Net Income Growth,-,-71.02%,206.75%,-77.66%,451.86%
Net Margin Growth,-,-,-,-,15.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,270.9M,78.5M,240.8M,53.8M,296.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,270.9M,78.5M,240.8M,53.8M,296.9M
EPS (Basic),2.34,0.68,2.08,0.46,2.56
EPS (Basic) Growth,-,-71.02%,206.77%,-77.70%,452.81%
Basic Shares Outstanding,116M,116M,116M,116.2M,116M
EPS (Diluted),2.32,0.67,2.05,0.46,2.55
EPS (Diluted) Growth,-,-71.07%,206.49%,-77.62%,454.75%
Diluted Shares Outstanding,117M,117.2M,117.3M,117.1M,116.5M
EBITDA,381.4M,328.3M,361.4M,296M,409.1M
EBITDA Growth,-,-13.92%,10.08%,-18.10%,38.21%
EBITDA Margin,-,-,-,-,20.79%
