Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.93B,1.95B,1.96B,1.86B,1.51B
Sales Growth,-,1.29%,0.39%,-5.03%,-18.79%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,1.93B,1.95B,1.96B,1.82B,1.51B
Total Expense,903.7M,967.2M,1.08B,1.13B,964.5M
Total Interest Expense,-,-,-,-,-
Depreciation & Amortization Expense,50.4M,51.7M,53.7M,54.5M,54.7M
Other Operating Expense,605.2M,645.3M,684.8M,763.7M,713.4M
Operating Income,1.03B,986.9M,880.3M,729.9M,548.5M
Operating Income Growth,-,-3.77%,-10.80%,-17.09%,-24.85%
Non-Operating Income (Expense),76.4M,(2.2M),32.3M,(95.8M),(210.1M)
Non-Operating Interest Income,15.3M,14M,10.7M,10.2M,-
Miscellaneous Non Operating Expense,61.1M,(16.2M),21.6M,(106M),(210.1M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,(44.8M),(50.3M)
Pretax Income,1.1B,984.7M,912.6M,678.9M,388.7M
Pretax Income Growth,-,-10.64%,-7.32%,-25.61%,-42.75%
Pretax Margin,-,-,-,-,52.07%
Income Taxes,259.3M,227.3M,179M,164.5M,100.9M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(22.2M),(19.5M),(18.9M),(13M),(7.4M)
Consolidated Net Income,820.5M,737.9M,714.7M,501.4M,280.4M
Minority Interest Expense,27M,(19.8M),(7M),(53.5M),(51.8M)
Net Income,793.5M,757.7M,721.7M,554.9M,332.2M
Net Income Growth,-,-4.51%,-4.75%,-23.11%,-40.13%
Net Margin Growth,-,-,-,-,21.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,793.5M,757.7M,721.7M,554.9M,332.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,793.5M,757.7M,721.7M,554.9M,332.2M
EPS (Basic),3.5,3.34,3.21,2.43,1.47
EPS (Basic) Growth,-,-4.51%,-3.90%,-24.23%,-39.74%
Basic Shares Outstanding,226.9M,226.9M,224.9M,228.2M,226.7M
EPS (Diluted),3.46,3.31,3.18,2.41,1.46
EPS (Diluted) Growth,-,-4.47%,-3.83%,-24.08%,-39.63%
Diluted Shares Outstanding,229.2M,229.1M,226.9M,229.8M,227.9M
