Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.02B,3.37B,3.66B,3.4B,3.39B
Sales Growth,-,-16.10%,8.60%,-7.07%,-0.41%
Premiums Earned,2.04B,2.06B,2.12B,2.06B,2.16B
Total Investment Income,590M,513M,550M,447M,428M
Realized Gains (Losses),614M,(8M),77M,(17M),(76M)
Other Operating Income,779M,807M,915M,913M,881M
"Losses, Claims & Reserves",1.55B,1.63B,1.67B,1.46B,1.58B
"Losses, Claims & Reserves Growth",-,5.56%,2.02%,-12.61%,8.80%
"Losses, Benefits & Adjustments",1.55B,1.63B,1.67B,1.46B,1.58B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",1.35B,1.34B,1.44B,1.39B,1.46B
SGA Growth,-,-0.67%,7.56%,-3.34%,4.82%
"Selling, General & Admin. Expenses",1.01B,1.01B,1.08B,1.04B,1.09B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,332M,330M,355M,354M,367M
Operating Income Before Interest Expense,1.13B,403M,559M,558M,349M
Operating Income Growth,-,-64.24%,38.71%,-0.18%,-37.46%
"Interest Expense, Net of Interest Capitalized",100M,99M,100M,96M,96M
Interest Expense (excl. Interest Capitalized),100M,99M,100M,96M,96M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,1.13B,403M,559M,558M,349M
Non-Operating Income (Expense),(15M),-,-,-,-
Miscellaneous Non Operating Expense,(15M),-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,1.01B,304M,459M,462M,253M
Pretax Income Growth,-,-69.96%,50.99%,0.65%,-45.24%
Income Tax,219M,58M,88M,92M,51M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,793M,246M,371M,370M,202M
Minority Interest Expense,39M,26M,28M,32M,22M
Net Income,754M,220M,343M,338M,180M
Net Income Growth,-,-70.82%,55.91%,-1.46%,-46.75%
Net Margin Growth,-,-,-,-,5.31%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,754M,220M,343M,338M,180M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,754M,220M,343M,338M,180M
EPS (Basic),2.87,0.86,1.36,1.36,0.73
EPS (Basic) Growth,-,-70.14%,58.53%,0.35%,-46.20%
Basic Shares Outstanding,262.76M,256.76M,252.52M,247.97M,245.45M
EPS (Diluted),2.86,0.86,1.36,1.36,0.73
EPS (Diluted) Growth,-,-70.14%,58.87%,0.15%,-46.20%
Diluted Shares Outstanding,263.34M,257.3M,252.52M,248.48M,245.94M
