Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.89B,6.2B,6.01B,5.67B,5.72B
Sales Growth,-,5.32%,-3.10%,-5.72%,0.93%
Cost of Goods Sold (COGS) incl. D&A,2.68B,2.79B,2.83B,2.64B,2.45B
COGS Growth,-,3.80%,1.78%,-7.01%,-7.00%
COGS excluding D&A,2.22B,2.32B,2.35B,2.16B,1.99B
Depreciation & Amortization Expense,463.4M,469.2M,481.6M,479.7M,462.2M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,3.2B,3.42B,3.17B,3.03B,3.27B
Gross Income Growth,-,6.60%,-7.08%,-4.56%,7.83%
Gross Profit Margin,-,-,-,-,57.13%
SG&A Expense,664M,639.2M,800.3M,635.1M,667.3M
SGA Growth,-,-3.73%,25.20%,-20.64%,5.07%
Research & Development,-,-,-,-,-
Other SG&A,664M,639.2M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(143.1M),(141.4M),6.4M,150.8M,871.4M
EBIT after Unusual Expense,143.1M,141.4M,(6.4M),(150.8M),(871.4M)
Non Operating Income/Expense,(54.4M),17.5M,(26.2M),(448M),(52.1M)
Non-Operating Interest Income,2.4M,2.3M,2.5M,2.6M,4.6M
Equity in Affiliates (Pretax),42.8M,49M,49.8M,31.3M,19.9M
Interest Expense,298.6M,295.8M,297.7M,288.5M,291.6M
Interest Expense Growth,-,-0.94%,0.64%,-3.09%,1.07%
Gross Interest Expense,298.6M,295.8M,297.7M,288.5M,291.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.38B,2.69B,2.11B,1.54B,1.41B
Pretax Income Growth,-,13.27%,-21.68%,-26.88%,-8.57%
Pretax Margin,-,-,-,-,24.64%
Income Tax,156.7M,541.5M,469M,436.8M,221.1M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.22B,2.15B,1.64B,1.1B,1.19B
Minority Interest Expense,-,-,-,-,-
Net Income,2.22B,2.15B,1.64B,1.1B,1.19B
Net Income Growth,-,-3.13%,-23.77%,-32.61%,7.57%
Net Margin Growth,-,-,-,-,20.78%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.22B,2.15B,1.64B,1.1B,1.19B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.22B,2.15B,1.64B,1.1B,1.19B
EPS (Basic),2.97,2.88,2.2,1.49,1.61
EPS (Basic) Growth,-,-3.19%,-23.60%,-32.36%,8.31%
Basic Shares Outstanding,746.6M,747.1M,745.4M,742.6M,737.5M
EPS (Diluted),2.95,2.86,2.18,1.48,1.6
EPS (Diluted) Growth,-,-3.19%,-23.67%,-32.25%,8.38%
Diluted Shares Outstanding,752.1M,752.6M,751.6M,747.6M,742M
EBITDA,3B,3.25B,2.86B,2.87B,3.06B
EBITDA Growth,-,8.06%,-12.03%,0.65%,6.53%
EBITDA Margin,-,-,-,-,53.54%
