Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,404.08M,459.87M,433.54M,456.11M,468.69M
Sales Growth,-,13.81%,-5.73%,5.21%,2.76%
Cost of Goods Sold (COGS) incl. D&A,233.43M,277.84M,260.21M,278.4M,288.84M
COGS Growth,-,19.02%,-6.35%,6.99%,3.75%
COGS excluding D&A,193.56M,237.97M,219.25M,237.17M,249.1M
Depreciation & Amortization Expense,39.88M,39.87M,40.96M,41.23M,39.74M
Depreciation,16.63M,12.79M,14.21M,13.3M,12.1M
Amortization of Intangibles,23.24M,27.08M,26.75M,27.94M,27.64M
Gross Income,170.64M,182.03M,173.33M,177.7M,179.84M
Gross Income Growth,-,6.68%,-4.78%,2.53%,1.20%
Gross Profit Margin,-,-,-,-,38.37%
SG&A Expense,114.47M,122.39M,124.47M,120.84M,123.09M
SGA Growth,-,6.92%,1.70%,-2.92%,1.86%
Research & Development,23.05M,23.45M,24.24M,23.94M,23.39M
Other SG&A,91.42M,98.95M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,17.88M,3.46M,800K,1M,-
EBIT after Unusual Expense,(17.88M),(3.46M),(800K),(1M),-
Non Operating Income/Expense,(253K),445K,-,364K,216K
Non-Operating Interest Income,492K,-,295K,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,12.44M,5.4M,4.99M,4.8M,6.21M
Interest Expense Growth,-,-56.62%,-7.58%,-3.67%,29.35%
Gross Interest Expense,12.44M,5.4M,4.99M,4.8M,6.21M
Interest Capitalized,-,-,-,-,-
Pretax Income,26.09M,51.23M,43.36M,51.43M,50.76M
Pretax Income Growth,-,96.36%,-15.37%,18.61%,-1.30%
Pretax Margin,-,-,-,-,10.83%
Income Tax,562K,7.06M,(11.42M),11.44M,10.81M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,25.53M,44.17M,54.78M,39.98M,39.95M
Minority Interest Expense,-,-,-,-,-
Net Income,25.53M,44.17M,54.78M,39.98M,39.95M
Net Income Growth,-,73.01%,24.03%,-27.01%,-0.10%
Net Margin Growth,-,-,-,-,8.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,25.53M,44.17M,54.78M,39.98M,39.95M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,25.53M,44.17M,54.78M,39.98M,39.95M
EPS (Basic),0.63,1.08,1.33,0.97,0.96
EPS (Basic) Growth,-,72.49%,23.30%,-27.43%,-0.41%
Basic Shares Outstanding,40.77M,40.89M,41.13M,41.36M,41.5M
EPS (Diluted),0.61,1.04,1.29,0.94,0.94
EPS (Diluted) Growth,-,72.23%,23.29%,-26.85%,0.19%
Diluted Shares Outstanding,42.09M,42.29M,42.54M,42.44M,42.32M
EBITDA,96.05M,99.51M,89.81M,98.1M,96.5M
EBITDA Growth,-,3.61%,-9.75%,9.23%,-1.63%
EBITDA Margin,-,-,-,-,20.59%
