Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.01B,4.68B,5.05B,4.69B,6.73B
Sales Growth,-,16.74%,7.95%,-7.07%,43.33%
Cost of Goods Sold (COGS) incl. D&A,3.56B,4.06B,4.14B,4.32B,4.47B
COGS Growth,-,14.12%,1.97%,4.33%,3.61%
COGS excluding D&A,3.24B,3.74B,3.82B,3.99B,4.15B
Depreciation & Amortization Expense,315M,322M,323M,324M,325M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,452M,621M,913M,377M,2.26B
Gross Income Growth,-,37.39%,47.02%,-58.71%,498.14%
Gross Profit Margin,-,-,-,-,33.52%
SG&A Expense,585M,661M,684M,729M,789M
SGA Growth,-,12.99%,3.48%,6.58%,8.23%
Research & Development,-,-,-,-,-
Other SG&A,585M,661M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(741M),(761M),(36M),(32M),(18M)
EBIT after Unusual Expense,741M,761M,36M,32M,18M
Non Operating Income/Expense,-,(17M),(22M),25M,(394M)
Non-Operating Interest Income,2M,2M,7M,3M,28M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,108M,106M,109M,84M,82M
Interest Expense Growth,-,-1.85%,2.83%,-22.94%,-2.38%
Gross Interest Expense,116M,115M,118M,93M,93M
Interest Capitalized,8M,9M,9M,9M,11M
Pretax Income,502M,600M,78M,(376M),1.04B
Pretax Income Growth,-,19.52%,-87.00%,-582.05%,375.53%
Pretax Margin,-,-,-,-,15.40%
Income Tax,154M,154M,10M,(98M),276M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,348M,446M,68M,(278M),760M
Minority Interest Expense,-,-,-,-,-
Net Income,348M,446M,68M,(278M),760M
Net Income Growth,-,28.16%,-84.75%,-508.82%,373.38%
Net Margin Growth,-,-,-,-,11.30%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,348M,446M,68M,(278M),760M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,348M,446M,68M,(278M),760M
EPS (Basic),0.59,0.75,0.11,(0.47),1.28
EPS (Basic) Growth,-,27.96%,-84.75%,-508.70%,372.91%
Basic Shares Outstanding,591M,592M,592M,592M,593M
EPS (Diluted),0.57,0.73,0.11,(0.47),1.2
EPS (Diluted) Growth,-,29.87%,-84.65%,-516.31%,354.86%
Diluted Shares Outstanding,615M,607M,603M,592M,635M
EBITDA,182M,282M,552M,(28M),1.79B
EBITDA Growth,-,54.95%,95.74%,-105.07%,"6,496.43%"
EBITDA Margin,-,-,-,-,26.62%
