Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.03B,1.92B,2.04B,1.66B,1.78B
Sales Growth,-,-5.08%,5.92%,-18.39%,7.13%
Cost of Goods Sold (COGS) incl. D&A,733.6M,733.6M,815.8M,636M,655.4M
COGS Growth,-,0.00%,11.21%,-22.04%,3.05%
COGS excluding D&A,467.1M,468.5M,548.7M,402.2M,422.7M
Depreciation & Amortization Expense,266.5M,265.1M,267.1M,233.8M,232.7M
Depreciation,111.9M,111.4M,115.2M,103M,99.7M
Amortization of Intangibles,154.6M,153.7M,151.9M,130.8M,133M
Gross Income,1.29B,1.19B,1.22B,1.03B,1.13B
Gross Income Growth,-,-7.96%,2.66%,-15.95%,9.66%
Gross Profit Margin,-,-,-,-,63.22%
SG&A Expense,994.3M,867.7M,907.8M,748.2M,794.1M
SGA Growth,-,-12.73%,4.62%,-17.58%,6.13%
Research & Development,180.5M,108.9M,113.4M,96.9M,99.4M
Other SG&A,813.8M,758.8M,-,-,-
Other Operating Expense,11M,11.8M,20.1M,6.5M,7.8M
Unusual Expense,66.3M,89.9M,381.2M,138.8M,61.7M
EBIT after Unusual Expense,(66.3M),(89.9M),(381.2M),(138.8M),(61.7M)
Non Operating Income/Expense,17.1M,1.2M,(34M),8.4M,(24.7M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,64.9M,59.6M,17.7M,40.9M,38.6M
Interest Expense Growth,-,-8.17%,-70.30%,131.07%,-5.62%
Gross Interest Expense,64.9M,59.6M,17.7M,40.9M,38.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,173.9M,162.6M,(138.7M),101.2M,199.5M
Pretax Income Growth,-,-6.50%,-185.30%,172.96%,97.13%
Pretax Margin,-,-,-,-,11.20%
Income Tax,31.4M,16.8M,(54.8M),28M,45.5M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,142.5M,145.8M,(83.9M),73.2M,154M
Minority Interest Expense,600K,200K,100K,200K,300K
Net Income,141.9M,145.6M,(84M),73M,153.7M
Net Income Growth,-,2.61%,-157.69%,186.90%,110.55%
Net Margin Growth,-,-,-,-,8.63%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,(58.8M),-
Net Income After Extraordinaries,141.9M,145.6M,(84M),14.2M,153.7M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,141.9M,145.6M,(84M),14.2M,153.7M
EPS (Basic),0.68,0.7,(0.4),0.07,0.73
EPS (Basic) Growth,-,2.51%,-157.67%,116.89%,979.97%
Basic Shares Outstanding,208.6M,208.8M,208.9M,209.2M,209.6M
EPS (Diluted),0.67,0.69,(0.4),0.07,0.73
EPS (Diluted) Growth,-,2.66%,-158.16%,116.81%,981.21%
Diluted Shares Outstanding,210.7M,210.6M,208.9M,210.1M,210.3M
EBITDA,554.5M,576M,561.3M,506.3M,557.2M
EBITDA Growth,-,3.88%,-2.55%,-9.80%,10.05%
EBITDA Margin,-,-,-,-,31.27%
