Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.09B,950.5M,885.05M,755.37M,840.77M
Sales Growth,-,-12.45%,-6.89%,-14.65%,11.31%
Cost of Goods Sold (COGS) incl. D&A,442.8M,377.27M,360.39M,304.62M,333.43M
COGS Growth,-,-14.80%,-4.48%,-15.47%,9.46%
COGS excluding D&A,415.46M,349.9M,332.02M,277.06M,306.6M
Depreciation & Amortization Expense,27.34M,27.37M,28.37M,27.57M,26.83M
Depreciation,21.94M,22.02M,23.21M,22.5M,21.96M
Amortization of Intangibles,5.4M,5.36M,5.16M,5.06M,4.87M
Gross Income,642.93M,573.23M,524.66M,450.75M,507.34M
Gross Income Growth,-,-10.84%,-8.47%,-14.09%,12.55%
Gross Profit Margin,-,-,-,-,60.34%
SG&A Expense,250.21M,242.05M,252.71M,248.3M,251.48M
SGA Growth,-,-3.26%,4.41%,-1.75%,1.28%
Research & Development,110.02M,107.22M,109.97M,108.12M,111.95M
Other SG&A,140.19M,134.83M,-,-,-
Other Operating Expense,1.34M,8.06M,3.06M,877K,5.82M
Unusual Expense,1.34M,22.76M,7.34M,16.16M,6.94M
EBIT after Unusual Expense,(1.34M),(22.76M),(7.34M),(16.16M),(6.94M)
Non Operating Income/Expense,(1.08M),555K,3.53M,(4.74M),(4.54M)
Non-Operating Interest Income,633K,626K,561K,703K,951K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,5.57M,3.79M,2.47M,1.01M,913K
Interest Expense Growth,-,-32.00%,-34.85%,-58.96%,-9.78%
Gross Interest Expense,5.57M,3.79M,2.47M,1.01M,913K
Interest Capitalized,-,-,-,-,-
Pretax Income,384.03M,297.76M,263.18M,180.36M,238.59M
Pretax Income Growth,-,-22.46%,-11.61%,-31.47%,32.29%
Pretax Margin,-,-,-,-,28.38%
Income Tax,55.71M,41.04M,32.9M,18.43M,40.81M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,328.32M,256.72M,230.28M,161.93M,197.79M
Minority Interest Expense,-,-,-,-,-
Net Income,328.32M,256.72M,230.28M,161.93M,197.79M
Net Income Growth,-,-21.81%,-10.30%,-29.68%,22.15%
Net Margin Growth,-,-,-,-,23.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,328.32M,256.72M,230.28M,161.93M,197.79M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,328.32M,256.72M,230.28M,161.93M,197.79M
EPS (Basic),1.98,1.56,1.41,1,1.24
EPS (Basic) Growth,-,-21.14%,-9.30%,-29.37%,24.05%
Basic Shares Outstanding,166M,164.58M,162.77M,162.05M,159.56M
EPS (Diluted),1.76,1.41,1.29,0.92,1.16
EPS (Diluted) Growth,-,-19.77%,-8.29%,-28.70%,25.30%
Diluted Shares Outstanding,186.75M,181.99M,178.02M,175.58M,171.16M
EBITDA,418.72M,350.49M,297.26M,229.14M,276.86M
EBITDA Growth,-,-16.29%,-15.19%,-22.92%,20.83%
EBITDA Margin,-,-,-,-,32.93%
