Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.09B,3.07B,3.03B,3.23B,3.31B
Sales Growth,-,-0.58%,-1.30%,6.43%,2.51%
Cost of Goods Sold (COGS) incl. D&A,2.38B,2.18B,2.23B,2.27B,2.36B
COGS Growth,-,-8.57%,2.48%,1.61%,3.88%
COGS excluding D&A,2.06B,1.88B,1.94B,1.96B,2.05B
Depreciation & Amortization Expense,322M,297M,295M,303M,301M
Depreciation,122M,102M,110M,117M,117M
Amortization of Intangibles,200M,195M,185M,186M,184M
Gross Income,708M,894M,800M,959M,952M
Gross Income Growth,-,26.27%,-10.51%,19.88%,-0.73%
Gross Profit Margin,-,-,-,-,28.79%
SG&A Expense,556M,568M,569M,597M,584M
SGA Growth,-,2.16%,0.18%,4.92%,-2.18%
Research & Development,164M,156M,166M,157M,158M
Other SG&A,392M,412M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,36M,30M,59M,19M,157M
EBIT after Unusual Expense,(36M),(30M),(59M),(19M),(157M)
Non Operating Income/Expense,5M,28M,15M,14M,(4M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,77M,74M,73M,72M,77M
Interest Expense Growth,-,-3.90%,-1.35%,-1.37%,6.94%
Gross Interest Expense,77M,74M,73M,72M,77M
Interest Capitalized,-,-,-,-,-
Pretax Income,44M,250M,114M,285M,130M
Pretax Income Growth,-,468.18%,-54.40%,150.00%,-54.39%
Pretax Margin,-,-,-,-,3.93%
Income Tax,14M,53M,22M,39M,21M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),1M,(1M),(1M),-,2M
Consolidated Net Income,31M,196M,91M,246M,111M
Minority Interest Expense,2M,3M,2M,2M,2M
Net Income,29M,193M,89M,244M,109M
Net Income Growth,-,565.52%,-53.89%,174.16%,-55.33%
Net Margin Growth,-,-,-,-,3.30%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,29M,193M,89M,244M,109M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,29M,193M,89M,244M,109M
EPS (Basic),0.11,0.76,0.35,0.96,0.43
EPS (Basic) Growth,-,565.32%,-54.07%,174.18%,-55.33%
Basic Shares Outstanding,254M,254M,255M,255M,255M
EPS (Diluted),0.11,0.76,0.35,0.96,0.43
EPS (Diluted) Growth,-,565.70%,-53.89%,174.18%,-55.33%
Diluted Shares Outstanding,255M,255M,255M,255M,255M
EBITDA,474M,623M,526M,665M,669M
EBITDA Growth,-,31.43%,-15.57%,26.43%,0.60%
EBITDA Margin,-,-,-,-,20.23%
