Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,575.95M,2.7B,2.7B,1.8B,4.43B
Sales Growth,-,368.57%,0.16%,-33.31%,145.96%
Cost of Goods Sold (COGS) incl. D&A,346.77M,2.07B,2.11B,1.17B,3.38B
COGS Growth,-,497.27%,1.95%,-44.52%,188.77%
COGS excluding D&A,225.01M,1.95B,1.98B,1.05B,3.25B
Depreciation & Amortization Expense,121.75M,121.72M,127.71M,119M,137.79M
Depreciation,55.05M,55.14M,55.67M,50.76M,63.33M
Amortization of Intangibles,66.71M,66.59M,72.04M,68.24M,74.47M
Gross Income,229.18M,627.58M,591.66M,631.32M,1.05B
Gross Income Growth,-,173.84%,-5.72%,6.70%,66.51%
Gross Profit Margin,-,-,-,-,23.71%
SG&A Expense,356.49M,491.58M,716.38M,602.59M,731.46M
SGA Growth,-,37.89%,45.73%,-15.88%,21.39%
Research & Development,-,-,-,-,-
Other SG&A,356.49M,491.58M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,(10.43M),19.34M,16.38M,(11.06M),(6.1M)
Non-Operating Interest Income,1.47M,1.33M,2.67M,7.56M,13.19M
Equity in Affiliates (Pretax),(3M),7.03M,(2.09M),4.29M,1.96M
Interest Expense,68.91M,70.41M,72.29M,66.77M,68.44M
Interest Expense Growth,-,2.17%,2.68%,-7.64%,2.49%
Gross Interest Expense,68.91M,70.41M,72.29M,66.77M,68.44M
Interest Capitalized,-,-,-,-,-
Pretax Income,(208.18M),93.29M,(180.05M),(37.26M),260.37M
Pretax Income Growth,-,144.81%,-293.00%,79.31%,798.80%
Pretax Margin,-,-,-,-,5.87%
Income Tax,2.29M,6.42M,(17.58M),11.7M,32M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),951K,(4.25M),(15.56M),(35.71M),(32.56M)
Consolidated Net Income,(209.51M),82.62M,(178.03M),(84.67M),195.82M
Minority Interest Expense,(14.8M),39.99M,32.45M,1.23M,40.58M
Net Income,(194.71M),42.63M,(210.49M),(85.9M),155.24M
Net Income Growth,-,121.90%,-593.71%,59.19%,280.73%
Net Margin Growth,-,-,-,-,3.50%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(194.71M),42.63M,(210.49M),(85.9M),155.24M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(194.71M),42.63M,(210.49M),(85.9M),155.24M
EPS (Basic),(0.9),0.2,(0.94),(0.39),0.69
EPS (Basic) Growth,-,121.78%,-576.50%,58.68%,278.51%
Basic Shares Outstanding,215.7M,216.89M,224.67M,221.89M,224.67M
EPS (Diluted),(0.9),0.2,(0.94),(0.39),0.66
EPS (Diluted) Growth,-,121.78%,-576.50%,58.68%,271.35%
Diluted Shares Outstanding,215.7M,216.89M,224.67M,221.89M,243.63M
EBITDA,(5.56M),257.72M,2.99M,147.72M,457.56M
EBITDA Growth,-,"4,736.05%",-98.84%,"4,837.20%",209.74%
EBITDA Margin,-,-,-,-,10.32%
