Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,72.6B,73.82B,76.47B,76.83B,80.64B
Sales Growth,-,1.67%,3.59%,0.47%,4.96%
Cost of Goods Sold (COGS) incl. D&A,59.42B,61.09B,62.95B,63.46B,66.9B
COGS Growth,-,2.81%,3.04%,0.81%,5.41%
COGS excluding D&A,58.28B,59.96B,61.84B,62.41B,65.81B
Depreciation & Amortization Expense,1.14B,1.13B,1.12B,1.06B,1.09B
Depreciation,555M,573M,525M,587M,621M
Amortization of Intangibles,582M,561M,590M,468M,466M
Gross Income,13.18B,12.72B,13.51B,13.37B,13.74B
Gross Income Growth,-,-3.47%,6.21%,-1.10%,2.80%
Gross Profit Margin,-,-,-,-,17.04%
SG&A Expense,8.83B,9.19B,10.03B,9.84B,9.17B
SGA Growth,-,4.09%,9.18%,-1.98%,-6.75%
Research & Development,-,-,-,-,-
Other SG&A,8.83B,9.19B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,40M,814M,1.48B,41M,-
EBIT after Unusual Expense,(40M),(814M),(1.48B),(41M),-
Non Operating Income/Expense,54M,7M,171M,42M,43M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,632M,582M,603M,586M,583M
Interest Expense Growth,-,-7.91%,3.61%,-2.82%,-0.51%
Gross Interest Expense,632M,582M,603M,586M,583M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.74B,2.15B,1.57B,2.95B,4.03B
Pretax Income Growth,-,-42.57%,-26.81%,87.64%,36.76%
Pretax Margin,-,-,-,-,5.00%
Income Tax,944M,558M,274M,633M,1.07B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.79B,1.59B,1.3B,2.31B,2.96B
Minority Interest Expense,8M,(11M),(10M),1M,10M
Net Income,2.78B,1.6B,1.31B,2.31B,2.95B
Net Income Growth,-,-42.58%,-18.27%,77.03%,27.64%
Net Margin Growth,-,-,-,-,3.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.78B,1.6B,1.31B,2.31B,2.95B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.78B,1.6B,1.31B,2.31B,2.95B
EPS (Basic),2.11,1.21,0.99,1.76,2.25
EPS (Basic) Growth,-,-42.67%,-18.34%,78.38%,27.54%
Basic Shares Outstanding,1.32B,1.32B,1.32B,1.31B,1.31B
EPS (Diluted),2.1,1.2,0.98,1.74,2.23
EPS (Diluted) Growth,-,-42.67%,-18.50%,77.65%,28.31%
Diluted Shares Outstanding,1.33B,1.33B,1.34B,1.33B,1.32B
EBITDA,5.49B,4.67B,4.6B,4.59B,5.66B
EBITDA Growth,-,-14.97%,-1.56%,-0.20%,23.33%
EBITDA Margin,-,-,-,-,7.01%
