Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.46B,6.8B,8.55B,7.33B,7.77B
Sales Growth,-,5.26%,25.77%,-14.24%,5.98%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,6.46B,6.8B,8.55B,7.33B,7.77B
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,6.08B,6.39B,7.99B,6.96B,7.4B
Total Interest Expense,13.88M,11.15M,15.54M,12.83M,18.63M
Depreciation & Amortization Expense,119.09M,122.56M,162.14M,149.03M,162.36M
Other Operating Expense,-,-,-,-,-
Operating Income,373.69M,407.35M,561.07M,373.83M,374.33M
Operating Income Growth,-,9.01%,37.74%,-33.37%,0.13%
Non-Operating Income (Expense),225.21M,190.14M,391.79M,50M,289.59M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,13.08M,26.33M,232.62M,7.13M,170.42M
Equity in Affiliates (Pretax),212.13M,163.81M,159.16M,42.87M,119.17M
Unusual Expense,8.13M,16.21M,20.21M,18.47M,34.61M
Pretax Income,576.89M,570.13M,917.1M,392.53M,610.68M
Pretax Income Growth,-,-1.17%,60.86%,-57.20%,55.57%
Pretax Margin,-,-,-,-,8.68%
Income Taxes,133.45M,133.51M,224.23M,(3.74M),120.76M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,443.44M,436.62M,692.87M,396.27M,489.92M
Minority Interest Expense,805K,879K,882K,3.97M,2.59M
Net Income,442.64M,435.74M,691.99M,392.3M,487.32M
Net Income Growth,-,-1.56%,58.81%,-43.31%,24.22%
Net Margin Growth,-,-,-,-,6.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,442.64M,435.74M,691.99M,392.3M,487.32M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,442.64M,435.74M,691.99M,392.3M,487.32M
EPS (Basic),1.32,1.3,2.07,1.18,1.5
EPS (Basic) Growth,-,-1.48%,59.42%,-42.94%,26.70%
Basic Shares Outstanding,335.64M,335.36M,334.08M,331.93M,325.42M
EPS (Diluted),1.3,1.28,2.04,1.16,1.48
EPS (Diluted) Growth,-,-1.80%,59.22%,-42.92%,26.97%
Diluted Shares Outstanding,339.5M,340.34M,339.47M,337.14M,329.84M
