Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,17B,15.28B,14.79B,13.99B,16.68B
Sales Growth,-,-10.12%,-3.17%,-5.42%,19.23%
Cost of Goods Sold (COGS) incl. D&A,14.58B,13.57B,13.85B,13.65B,14.57B
COGS Growth,-,-6.93%,2.03%,-1.42%,6.73%
COGS excluding D&A,14.03B,13.05B,13.31B,13.17B,14.07B
Depreciation & Amortization Expense,551M,523M,534M,486M,498M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.42B,1.71B,946M,340M,2.11B
Gross Income Growth,-,-29.38%,-44.58%,-64.06%,520.88%
Gross Profit Margin,-,-,-,-,12.66%
SG&A Expense,1.54B,1.67B,1.67B,1.5B,1.36B
SGA Growth,-,8.35%,-0.42%,-10.14%,-9.08%
Research & Development,497M,575M,678M,633M,698M
Other SG&A,1.05B,1.1B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,3.49B,-,-
EBIT after Unusual Expense,-,-,(3.49B),-,-
Non Operating Income/Expense,311M,205M,152M,189M,260M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),38M,120M,15M,(20M),17M
Interest Expense,673M,669M,661M,630M,650M
Interest Expense Growth,-,-0.59%,-1.20%,-4.69%,3.17%
Gross Interest Expense,673M,669M,661M,630M,650M
Interest Capitalized,-,-,-,-,-
Pretax Income,549M,(310M),(4.7B),(1.62B),377M
Pretax Income Growth,-,-156.47%,"-1,416.13%",65.57%,123.30%
Pretax Margin,-,-,-,-,2.26%
Income Tax,(18M),(178M),(536M),(376M),217M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,567M,(132M),(4.16B),(1.24B),160M
Minority Interest Expense,(20M),(23M),(21M),(23M),(33M)
Net Income,587M,(109M),(4.14B),(1.22B),193M
Net Income Growth,-,-118.57%,"-3,700.92%",70.58%,115.83%
Net Margin Growth,-,-,-,-,1.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,587M,(109M),(4.14B),(1.22B),193M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,587M,(109M),(4.14B),(1.22B),193M
EPS (Basic),1,(0.19),(7.02),(2.06),0.32
EPS (Basic) Growth,-,-118.52%,"-3,691.73%",70.65%,115.71%
Basic Shares Outstanding,587.5M,589M,590.3M,591.7M,596.4M
EPS (Diluted),0.99,(0.19),(7.02),(2.06),0.32
EPS (Diluted) Growth,-,-118.61%,"-3,691.73%",70.65%,115.71%
Diluted Shares Outstanding,590.2M,589M,590.3M,591.7M,596.4M
EBITDA,1.42B,557M,(186M),(671M),1.25B
EBITDA Growth,-,-60.88%,-133.39%,-260.75%,285.99%
EBITDA Margin,-,-,-,-,7.48%
