Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,23.3B,23.34B,24.81B,23.44B,24.04B
Sales Growth,-,0.17%,6.30%,-5.52%,2.53%
Cost of Goods Sold (COGS) incl. D&A,7.55B,7.17B,8.15B,7.53B,7.9B
COGS Growth,-,-5.02%,13.53%,-7.55%,4.86%
COGS excluding D&A,5.71B,5.36B,6.28B,5.76B,6.15B
Depreciation & Amortization Expense,1.84B,1.81B,1.86B,1.77B,1.74B
Depreciation,639M,714M,743M,669M,644M
Amortization of Intangibles,1.2B,1.1B,1.12B,1.1B,1.1B
Gross Income,15.75B,16.17B,16.67B,15.91B,16.14B
Gross Income Growth,-,2.66%,3.09%,-4.52%,1.43%
Gross Profit Margin,-,-,-,-,67.15%
SG&A Expense,9.36B,9.43B,11.9B,9.42B,9.97B
SGA Growth,-,0.72%,26.22%,-20.84%,5.82%
Research & Development,3.29B,3.43B,4.75B,3.49B,3.75B
Other SG&A,6.07B,6B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,89M,3.2B,(18M),608M,11M
EBIT after Unusual Expense,(89M),(3.2B),18M,(608M),(11M)
Non Operating Income/Expense,499M,532M,199M,162M,(126M)
Non-Operating Interest Income,12M,13M,13M,22M,64M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,145M,233M,158M,204M,257M
Interest Expense Growth,-,60.69%,-32.19%,29.11%,25.98%
Gross Interest Expense,145M,233M,158M,204M,257M
Interest Capitalized,-,-,-,-,-
Pretax Income,6.66B,3.85B,4.84B,5.86B,5.84B
Pretax Income Growth,-,-42.22%,25.64%,21.22%,-0.38%
Pretax Margin,-,-,-,-,24.30%
Income Tax,384M,182M,100M,713M,1.03B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,6.28B,3.67B,4.74B,5.15B,4.81B
Minority Interest Expense,-,-,-,-,-
Net Income,6.28B,3.67B,4.74B,5.15B,4.81B
Net Income Growth,-,-41.59%,29.15%,8.72%,-6.51%
Net Margin Growth,-,-,-,-,20.03%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,6.28B,3.67B,4.74B,5.15B,4.81B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,6.28B,3.67B,4.74B,5.15B,4.81B
EPS (Basic),2.38,1.39,1.8,1.96,1.83
EPS (Basic) Growth,-,-41.59%,29.33%,8.71%,-6.52%
Basic Shares Outstanding,2.63B,2.63B,2.63B,2.63B,2.63B
EPS (Diluted),2.35,1.37,1.77,1.93,1.8
EPS (Diluted) Growth,-,-41.66%,29.37%,8.87%,-6.56%
Diluted Shares Outstanding,2.67B,2.67B,2.67B,2.67B,2.67B
EBITDA,8.22B,8.55B,6.63B,8.26B,7.91B
EBITDA Growth,-,3.98%,-22.49%,24.61%,-4.18%
EBITDA Margin,-,-,-,-,32.92%
