Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.08B,2.93B,3.13B,3.03B,3.24B
Sales Growth,-,-4.71%,6.65%,-3.23%,7.20%
Cost of Goods Sold (COGS) incl. D&A,1.14B,1.1B,1.19B,1.18B,1.26B
COGS Growth,-,-3.08%,7.82%,-0.25%,6.17%
COGS excluding D&A,872M,828M,896M,909M,972M
Depreciation & Amortization Expense,263M,272M,290M,274M,284M
Depreciation,83M,88M,98M,76M,80M
Amortization of Intangibles,180M,184M,192M,198M,204M
Gross Income,1.94B,1.83B,1.94B,1.84B,1.99B
Gross Income Growth,-,-5.66%,5.95%,-5.05%,7.87%
Gross Profit Margin,-,-,-,-,61.28%
SG&A Expense,1.42B,1.38B,1.47B,1.38B,1.5B
SGA Growth,-,-3.03%,7.05%,-6.38%,8.77%
Research & Development,298M,310M,320M,319M,335M
Other SG&A,1.12B,1.07B,-,-,-
Other Operating Expense,12M,14M,11M,7M,11M
Unusual Expense,262M,126M,329M,25M,130M
EBIT after Unusual Expense,(262M),(126M),(329M),(25M),(130M)
Non Operating Income/Expense,(13M),252M,79M,15M,60M
Non-Operating Interest Income,1M,1M,1M,4M,1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,88M,86M,88M,295M,64M
Interest Expense Growth,-,-2.27%,2.33%,235.23%,-78.31%
Gross Interest Expense,88M,86M,88M,295M,64M
Interest Capitalized,-,-,-,-,-
Pretax Income,149M,483M,120M,156M,345M
Pretax Income Growth,-,224.16%,-75.16%,30.00%,121.15%
Pretax Margin,-,-,-,-,10.64%
Income Tax,(37M),64M,26M,45M,85M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,186M,419M,94M,111M,260M
Minority Interest Expense,-,-,-,-,-
Net Income,186M,419M,94M,111M,260M
Net Income Growth,-,125.27%,-77.57%,18.09%,134.23%
Net Margin Growth,-,-,-,-,8.01%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,186M,419M,94M,111M,260M
Preferred Dividends,14M,14M,14M,14M,14M
Net Income Available to Common,172M,405M,80M,97M,246M
EPS (Basic),0.12,0.28,0.06,0.07,0.17
EPS (Basic) Growth,-,135.04%,-80.27%,21.03%,153.46%
Basic Shares Outstanding,1.42B,1.42B,1.43B,1.43B,1.43B
EPS (Diluted),0.12,0.28,0.06,0.07,0.17
EPS (Diluted) Growth,-,134.89%,-80.26%,21.01%,153.86%
Diluted Shares Outstanding,1.43B,1.44B,1.44B,1.44B,1.44B
EBITDA,774M,714M,747M,731M,761M
EBITDA Growth,-,-7.75%,4.62%,-2.14%,4.10%
EBITDA Margin,-,-,-,-,23.46%
