Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,378.94M,409.21M,421.08M,442.13M,453.49M
Sales Growth,-,7.99%,2.90%,5.00%,2.57%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,39.35M,40.01M,44.67M,44.85M,48.3M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,314.97M,339.92M,361.65M,374.25M,375.04M
Total Interest Expense,51.89M,50.95M,78.19M,52.11M,62.64M
Depreciation & Amortization Expense,89.78M,100.87M,126.35M,117.44M,118.66M
Other Operating Expense,6.45M,5.51M,1.39M,14.16M,15.61M
Operating Income,63.97M,69.29M,59.43M,67.88M,78.46M
Operating Income Growth,-,8.32%,-14.23%,14.22%,15.57%
Non-Operating Income (Expense),67.7M,37.72M,63.96M,46.03M,56.65M
Non-Operating Interest Income,1.54M,633K,918K,1.91M,1.31M
Miscellaneous Non Operating Expense,34.74M,10.82M,19.3M,10.41M,29.62M
Equity in Affiliates (Pretax),31.43M,26.27M,43.75M,33.71M,25.72M
Unusual Expense,212K,9.68M,6.37M,1.01M,-
Pretax Income,79.67M,46.39M,42.02M,60.79M,72.47M
Pretax Income Growth,-,-41.78%,-9.42%,44.67%,19.22%
Pretax Margin,-,-,-,-,12.40%
Income Taxes,2.84M,(25.38M),10.06M,7.41M,3.56M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(9K),(8K),(8K),(5K),(5K)
Consolidated Net Income,76.82M,71.76M,31.96M,53.37M,68.9M
Minority Interest Expense,12.32M,8.24M,4.55M,11.37M,2.96M
Net Income,64.5M,63.51M,27.41M,42M,65.94M
Net Income Growth,-,-1.53%,-56.85%,53.25%,57.00%
Net Margin Growth,-,-,-,-,14.54%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,64.5M,63.51M,27.41M,42M,65.94M
Preferred Dividends,16.47M,25.83M,16.15M,15.53M,15.53M
Net Income Available to Common,48.04M,37.68M,11.26M,26.47M,50.41M
EPS (Basic),0.25,0.2,0.06,0.14,0.26
EPS (Basic) Growth,-,-21.57%,-70.11%,134.86%,88.92%
Basic Shares Outstanding,191.53M,191.58M,191.68M,191.72M,191.75M
EPS (Diluted),0.25,0.2,0.06,0.14,0.26
EPS (Diluted) Growth,-,-21.43%,-70.13%,135.15%,89.04%
Diluted Shares Outstanding,192.38M,192.04M,192.04M,192.04M,192.04M
