Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Interest Income,685M,693M,729M,778M,1.16B
Interest Income Growth,-,1.17%,5.19%,6.72%,48.97%
Interest and Fees on Loans,237M,238M,253M,260M,370M
Interest Income on Fed. Funds,25M,32M,31M,37M,116M
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,(14M),(9M),(4M),16M,132M
Other Interest or Dividend Income,437M,432M,449M,465M,541M
Total Internest Expense,40M,52M,52M,80M,335M
Total Internest Expense Growth,-,30.00%,0.00%,53.85%,318.75%
Interest Expense on Bank Deposits,(49M),(44M),(45M),(37M),90M
Other Interest Expense,94M,94M,-,-,-
Interest Expense on Debt,92M,93M,93M,101M,158M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,2M,1M,2M,4M,10M
Net Interest Income,645M,641M,677M,698M,824M
Net Interest Income Growth,-,-0.62%,5.62%,3.10%,18.05%
Loan Loss Provision,(86M),(45M),(17M),2M,47M
Loan Loss Provision Growth,-,47.67%,62.22%,111.76%,"2,250.00%"
Net Interest Income after Provision,731M,686M,694M,696M,777M
Net Interest Inc After Loan Loss Prov Growth,-,-6.16%,1.17%,0.29%,11.64%
Net Interest Margin,-,-,-,-,0.68%
Non-Interest Income,3.29B,3.37B,3.33B,3.2B,3.41B
Securities Gain,15M,30M,56M,(7M),(14M)
Trading Account Income,(1M),20M,(6M),5M,45M
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,2.15B,2.17B,2.14B,2.07B,2.28B
Other Operating Income,48M,52M,44M,45M,35M
Non-Interest Expense,2.77B,2.92B,2.99B,3.01B,3.11B
Labor & Related Expense,1.51B,1.58B,1.63B,1.7B,1.62B
Equipment Expense,35M,43M,70M,101M,125M
Other Operating Expense,773M,842M,858M,783M,959M
Operating Income,1.24B,1.14B,1.03B,891M,1.07B
Operating Income Growth,-,-8.53%,-9.50%,-13.41%,19.98%
Operating Income Margin,-,-,-,-,28.22%
Non-Operating Income (Expense),25M,25M,32M,27M,26M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),25M,25M,32M,27M,26M
Unusual Expense,-,-,-,-,-
Pretax Income,1.27B,1.16B,1.07B,918M,1.1B
Pretax Income Growth,-,-8.36%,-8.35%,-13.80%,19.28%
Pretax Margin,-,-,-,-,29.02%
Income Taxes,241M,219M,196M,153M,231M
Income Tax - Current - Domestic,-,-,-,-,-
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,-,-,-,-,-
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(1M),-,-,-,-
Consolidated Net Income,1.03B,943M,869M,765M,864M
Minority Interest Expense,5M,(4M),6M,(8M),(5M)
Net Income,1.02B,947M,863M,773M,869M
Net Income Growth,-,-7.25%,-8.87%,-10.43%,12.42%
Net Income Margin,-,-,-,-,23.46%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,31M,66M,41M,74M,34M
Net Income Available to Common,990M,881M,822M,699M,835M
EPS (Basic),1.14,1.04,1.01,0.86,1.03
EPS (Basic) Grwoth,-,-8.33%,-2.94%,-14.76%,19.25%
Basic Shares Outstanding,869.46M,844.09M,811.46M,809.47M,810.9M
EPS (Diluted),1.13,1.04,1.01,0.86,1.03
EPS (Diluted) Growth,-,-8.44%,-3.08%,-14.62%,19.52%
Diluted Shares Outstanding,873.48M,849.03M,817.35M,813.99M,813.59M
