Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,316.06M,351.52M,412.72M,441.29M,530.2M
Sales Growth,-,11.22%,17.41%,6.92%,20.15%
Cost of Goods Sold (COGS) incl. D&A,190.76M,213.67M,249.41M,270.11M,315.14M
COGS Growth,-,12.01%,16.72%,8.30%,16.67%
COGS excluding D&A,183.17M,205.36M,238.43M,254.55M,299.9M
Depreciation & Amortization Expense,7.6M,8.31M,10.97M,15.56M,15.25M
Depreciation,5.09M,5.8M,8.28M,9.77M,8.96M
Amortization of Intangibles,2.51M,2.51M,2.69M,5.79M,6.29M
Gross Income,125.29M,137.85M,163.31M,171.19M,215.05M
Gross Income Growth,-,10.02%,18.48%,4.82%,25.62%
Gross Profit Margin,-,-,-,-,40.56%
SG&A Expense,65.89M,100.49M,105.62M,108.96M,121.02M
SGA Growth,-,52.51%,5.10%,3.17%,11.06%
Research & Development,22.71M,29.41M,31.59M,35.72M,39.26M
Other SG&A,43.19M,71.08M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,13K,(784K),268K,39.03M,(987K)
EBIT after Unusual Expense,(13K),784K,(268K),(39.03M),987K
Non Operating Income/Expense,(633K),90K,5.39M,36.49M,(1.44M)
Non-Operating Interest Income,98K,110K,414K,460K,796K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,12.51M,12.63M,12.69M,2.74M,2.17M
Interest Expense Growth,-,0.98%,0.48%,-78.44%,-20.76%
Gross Interest Expense,12.51M,12.63M,12.69M,2.74M,2.17M
Interest Capitalized,-,-,-,-,-
Pretax Income,46.35M,25.71M,50.54M,57.41M,92.21M
Pretax Income Growth,-,-44.53%,96.60%,13.59%,60.62%
Pretax Margin,-,-,-,-,17.39%
Income Tax,7M,3.9M,(2.05M),5.59M,15.23M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,39.35M,21.81M,52.59M,51.82M,76.98M
Minority Interest Expense,-,-,-,-,-
Net Income,39.35M,21.81M,52.59M,51.82M,76.98M
Net Income Growth,-,-44.58%,141.14%,-1.46%,48.54%
Net Margin Growth,-,-,-,-,14.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,39.35M,21.81M,52.59M,51.82M,76.98M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,39.35M,21.81M,52.59M,51.82M,76.98M
EPS (Basic),0.29,0.16,0.39,0.39,0.57
EPS (Basic) Growth,-,-44.42%,140.77%,-1.03%,47.59%
Basic Shares Outstanding,135.09M,134.72M,134.92M,134.33M,135.2M
EPS (Diluted),0.28,0.15,0.37,0.37,0.54
EPS (Diluted) Growth,-,-44.43%,140.27%,-0.70%,46.36%
Diluted Shares Outstanding,141.53M,141.22M,141.48M,144.62M,143.73M
EBITDA,67M,45.66M,68.67M,77.78M,109.28M
EBITDA Growth,-,-31.84%,50.37%,13.27%,40.50%
EBITDA Margin,-,-,-,-,20.61%
